#Accession	No_orfs	Coverage	Abundance	Name	Description
TIGR01351	15	7.683962	0.002452	TIGR01351	adk: adenylate kinase
TIGR01353	1	0.22365	7.1e-05	TIGR01353	dGTP_triPase: putative dGTPase
TIGR01354	3	2.492063	0.000795	TIGR01354	cyt_deam_tetra: cytidine deaminase
TIGR01359	3	2.118918	0.000676	TIGR01359	UMP_CMP_kin_fam: UMP-CMP kinase family
TIGR01360	10	5.329787	0.001701	TIGR01360	aden_kin_iso1: adenylate kinase
TIGR01364	1	1	0.000319	TIGR01364	serC_1: phosphoserine transaminase
TIGR01367	5	1.04278	0.000332	TIGR01367	pyrE_Therm: orotate phosphoribosyltransferase
TIGR01368	2	0.872576	0.000278	TIGR01368	CPSaseIIsmall: carbamoyl-phosphate synthase, small subunit
TIGR01369	4	0.9173	0.000292	TIGR01369	CPSaseII_lrg: carbamoyl-phosphate synthase, large subunit
TIGR01372	5	0.784136	0.00025	TIGR01372	soxA: sarcosine oxidase, alpha subunit family
TIGR01373	1	0.914004	0.000291	TIGR01373	soxB: sarcosine oxidase, beta subunit family
TIGR01377	3	1.123359	0.000358	TIGR01377	soxA_mon: sarcosine oxidase, monomeric form
TIGR01378	1	0.485436	0.000154	TIGR01378	thi_PPkinase: thiamine pyrophosphokinase
TIGR01381	1	0.974358	0.000311	TIGR01381	E1_like_apg7: E1-like protein-activating enzyme Gsa7p/Apg7p
TIGR01382	1	0.627218	0.0002	TIGR01382	PfpI: intracellular protease, PfpI family
TIGR01383	1	0.983333	0.000313	TIGR01383	not_thiJ: DJ-1 family protein
TIGR01384	4	3.534653	0.001128	TIGR01384	TFS_arch: transcription factor S
TIGR01385	9	2.873333	0.000917	TIGR01385	TFSII: transcription elongation factor S-II
TIGR01388	4	1.52617	0.000487	TIGR01388	rnd: ribonuclease D
TIGR01389	26	6.015228	0.00192	TIGR01389	recQ: ATP-dependent DNA helicase RecQ
TIGR01392	1	0.994301	0.000317	TIGR01392	homoserO_Ac_trn: homoserine O-acetyltransferase
TIGR01393	1	0.994957	0.000317	TIGR01393	lepA: elongation factor 4
TIGR01394	1	0.360269	0.000114	TIGR01394	TypA_BipA: GTP-binding protein TypA/BipA
TIGR01405	6	0.669694	0.000213	TIGR01405	polC_Gram_pos: DNA polymerase III, alpha subunit, Gram-positive type
TIGR01407	1	0.055118	1.7e-05	TIGR01407	dinG_rel: putative DnaQ family exonuclease/DinG family helicase
TIGR01408	10	3.089285	0.000986	TIGR01408	Ube1: ubiquitin-activating enzyme E1
TIGR01416	5	2.931818	0.000935	TIGR01416	Rieske_proteo: ubiquinol-cytochrome c reductase, iron-sulfur subunit
TIGR01422	1	0.988142	0.000315	TIGR01422	phosphonatase: phosphonoacetaldehyde hydrolase
TIGR01425	2	1.0257	0.000327	TIGR01425	SRP54_euk: signal recognition particle protein SRP54
TIGR01426	20	8.613231	0.002749	TIGR01426	MGT: glycosyltransferase, MGT family
TIGR01429	1	0.99509	0.000317	TIGR01429	AMP_deaminase: AMP deaminase
TIGR01430	2	1.662538	0.00053	TIGR01430	aden_deam: adenosine deaminase
TIGR01431	5	3.784968	0.001208	TIGR01431	adm_rel: adenosine deaminase-related growth factor
TIGR01438	4	2.484536	0.000793	TIGR01438	TGR: thioredoxin and glutathione reductase
TIGR01444	6	5.55944	0.001774	TIGR01444	fkbM_fam: methyltransferase, FkbM family
TIGR01445	1	0.975903	0.000311	TIGR01445	intein_Nterm: intein N-terminal splicing region
TIGR01447	2	0.174204	5.5e-05	TIGR01447	recD: exodeoxyribonuclease V, alpha subunit
TIGR01448	3	0.502777	0.00016	TIGR01448	recD_rel: helicase, RecD/TraA family
TIGR01449	1	0.046948	1.4e-05	TIGR01449	PGP_bact: phosphoglycolate phosphatase, bacterial
TIGR01452	1	0.992831	0.000316	TIGR01452	PGP_euk: phosphoglycolate/pyridoxal phosphate phosphatase family
TIGR01454	1	0.639024	0.000203	TIGR01454	AHBA_synth_RP: AHBA synthesis associated protein
TIGR01455	3	0.570135	0.000181	TIGR01455	glmM: phosphoglucosamine mutase
TIGR01456	3	1.881619	0.0006	TIGR01456	CECR5: HAD hydrolase, TIGR01456 family
TIGR01458	4	3.027237	0.000966	TIGR01458	HAD-SF-IIA-hyp3: HAD hydrolase, TIGR01458 family
TIGR01464	1	0.943786	0.000301	TIGR01464	hemE: uroporphyrinogen decarboxylase
TIGR01467	3	0.465217	0.000148	TIGR01467	cobI_cbiL: precorrin-2 C(20)-methyltransferase
TIGR01472	1	0.461988	0.000147	TIGR01472	gmd: GDP-mannose 4,6-dehydratase
TIGR01473	1	0.989323	0.000315	TIGR01473	cyoE_ctaB: protoheme IX farnesyltransferase
TIGR01474	2	0.897163	0.000286	TIGR01474	ubiA_proteo: 4-hydroxybenzoate polyprenyl transferase
TIGR01477	2	0.334269	0.000106	TIGR01477	RIFIN: variant surface antigen, rifin family
TIGR01480	1	0.062394	1.9e-05	TIGR01480	copper_res_A: copper-resistance protein, CopA family
TIGR01484	1	0.968325	0.000309	TIGR01484	HAD-SF-IIB: HAD hydrolase, family IIB
TIGR01489	1	0.99468	0.000317	TIGR01489	DKMTPPase-SF: 2,3-diketo-5-methylthio-1-phosphopentane phosphatase
TIGR01499	1	0.96	0.000306	TIGR01499	folC: bifunctional protein FolC
TIGR01500	1	1	0.000319	TIGR01500	sepiapter_red: sepiapterin reductase
TIGR01505	2	0.835051	0.000266	TIGR01505	tartro_sem_red: 2-hydroxy-3-oxopropionate reductase
TIGR01511	1	0.06642	2.1e-05	TIGR01511	ATPase-IB1_Cu: copper-translocating P-type ATPase
TIGR01513	1	1	0.000319	TIGR01513	NAPRTase_put: nicotinate phosphoribosyltransferase
TIGR01515	2	1.116968	0.000356	TIGR01515	branching_enzym: 1,4-alpha-glucan branching enzyme
TIGR01517	3	1.046485	0.000334	TIGR01517	ATPase-IIB_Ca: calcium-translocating P-type ATPase, PMCA-type
TIGR01518	1	0.144	4.5e-05	TIGR01518	g3p_cytidyltrns: glycerol-3-phosphate cytidylyltransferase
TIGR01522	4	0.833723	0.000266	TIGR01522	ATPase-IIA2_Ca: calcium-transporting P-type ATPase, PMR1-type
TIGR01525	4	1.926785	0.000615	TIGR01525	ATPase-IB_hvy: heavy metal translocating P-type ATPase
TIGR01530	9	2.214545	0.000706	TIGR01530	nadN: NAD nucleotidase
TIGR01531	3	0.86625	0.000276	TIGR01531	glyc_debranch: glycogen debranching enzyme
TIGR01534	1	1	0.000319	TIGR01534	GAPDH-I: glyceraldehyde-3-phosphate dehydrogenase, type I
TIGR01536	3	1.009671	0.000322	TIGR01536	asn_synth_AEB: asparagine synthase (glutamine-hydrolyzing)
TIGR01544	1	0.660777	0.00021	TIGR01544	HAD-SF-IE: HAD hydrolase, family IE
TIGR01559	1	0.976261	0.000311	TIGR01559	squal_synth: farnesyl-diphosphate farnesyltransferase
TIGR01571	12	11.47619	0.003663	TIGR01571	A_thal_Cys_rich: uncharacterized Cys-rich domain
TIGR01574	2	0.974828	0.000311	TIGR01574	miaB-methiolase: tRNA-i(6)A37 thiotransferase enzyme MiaB
TIGR01575	8	5.272727	0.001683	TIGR01575	rimI: ribosomal-protein-alanine acetyltransferase
TIGR01578	2	1.099762	0.000351	TIGR01578	MiaB-like-B: MiaB-like tRNA modifying enzyme, archaeal-type
TIGR01587	2	0.150837	4.8e-05	TIGR01587	cas3_core: CRISPR-associated helicase Cas3
TIGR01588	1	0.975694	0.000311	TIGR01588	citE: citrate (pro-3S)-lyase, beta subunit
TIGR01607	3	1.524096	0.000486	TIGR01607	PST-A: Plasmodium subtelomeric family
TIGR01622	126	18.974	0.006056	TIGR01622	SF-CC1: splicing factor, CC1-like family
TIGR01628	105	20.016806	0.006389	TIGR01628	PABP-1234: polyadenylate binding protein, human types 1, 2, 3, 4 family
TIGR01632	2	1.928571	0.000615	TIGR01632	L11_bact: ribosomal protein L11
TIGR01642	23	4.52745	0.001445	TIGR01642	U2AF_lg: U2 snRNP auxilliary factor, large subunit, splicing factor
TIGR01643	13	6.166666	0.001968	TIGR01643	YD_repeat_2x: YD repeat (two copies)
TIGR01645	9	1.28995	0.000411	TIGR01645	half-pint: poly-U binding splicing factor, half-pint family
TIGR01648	12	1.790294	0.000571	TIGR01648	hnRNP-R-Q: hnRNP-R, Q splicing factor family
TIGR01649	6	2.574036	0.000821	TIGR01649	hnRNP-L_PTB: hnRNP-L/PTB/hephaestus splicing factor family
TIGR01650	2	0.657492	0.000209	TIGR01650	PD_CobS: cobaltochelatase, CobS subunit
TIGR01652	8	3.618147	0.001154	TIGR01652	ATPase-Plipid: phospholipid-translocating P-type ATPase, flippase
TIGR01657	2	1.94218	0.000619	TIGR01657	P-ATPase-V: P-type ATPase of unknown pump specificity (type V)
TIGR01658	3	0.908759	0.00029	TIGR01658	EYA-cons_domain: EYA conserved domain
TIGR01659	13	2.632947	0.00084	TIGR01659	sex-lethal: sex-lethal family splicing factor
TIGR01661	15	4.547008	0.001451	TIGR01661	ELAV_HUD_SF: ELAV/HuD family splicing factor
TIGR01663	3	0.875	0.000279	TIGR01663	PNK-3'Pase: polynucleotide kinase 3'-phosphatase
TIGR01664	1	0.131736	4.2e-05	TIGR01664	DNA-3'-Pase: DNA 3'-phosphatase
TIGR01678	2	1.278538	0.000408	TIGR01678	FAD_lactone_ox: sugar 1,4-lactone oxidases
TIGR01685	1	0.79885	0.000254	TIGR01685	MDP-1: magnesium-dependent phosphatase-1
TIGR01691	1	0.995535	0.000317	TIGR01691	enolase-ppase: 2,3-diketo-5-methylthio-1-phosphopentane phosphatase
TIGR01692	1	0.975694	0.000311	TIGR01692	HIBADH: 3-hydroxyisobutyrate dehydrogenase
TIGR01694	1	0.991666	0.000316	TIGR01694	MTAP: methylthioadenosine phosphorylase
TIGR01697	1	0.991902	0.000316	TIGR01697	PNPH-PUNA-XAPA: inosine/guanosine/xanthosine phosphorylase family
TIGR01700	2	1.92771	0.000615	TIGR01700	PNPH: purine nucleoside phosphorylase I, inosine and guanosine-specific
TIGR01703	1	0.998084	0.000318	TIGR01703	hybrid_clust: hydroxylamine reductase
TIGR01719	2	1.160278	0.00037	TIGR01719	euk_UDPppase: uridine phosphorylase
TIGR01722	1	0.918238	0.000293	TIGR01722	MMSDH: methylmalonate-semialdehyde dehydrogenase (acylating)
TIGR01733	13	5.997555	0.001914	TIGR01733	AA-adenyl-dom: amino acid adenylation domain
TIGR01735	1	0.990053	0.000316	TIGR01735	FGAM_synt: phosphoribosylformylglycinamidine synthase
TIGR01738	1	0.220408	7e-05	TIGR01738	bioH: pimelyl-[acyl-carrier protein] methyl ester esterase
TIGR01740	2	1.111111	0.000354	TIGR01740	pyrF: orotidine 5'-phosphate decarboxylase
TIGR01746	8	3.504043	0.001118	TIGR01746	Thioester-redct: thioester reductase domain
TIGR01751	1	0.258793	8.2e-05	TIGR01751	crot-CoA-red: crotonyl-CoA reductase
TIGR01758	1	0.996913	0.000318	TIGR01758	MDH_euk_cyt: malate dehydrogenase, NAD-dependent
TIGR01759	1	0.993883	0.000317	TIGR01759	MalateDH-SF1: malate dehydrogenase
TIGR01762	1	0.121527	3.8e-05	TIGR01762	chlorin-enz: chlorinating enzyme
TIGR01771	2	1.989966	0.000635	TIGR01771	L-LDH-NAD: L-lactate dehydrogenase
TIGR01772	2	1.990415	0.000635	TIGR01772	MDH_euk_gproteo: malate dehydrogenase, NAD-dependent
TIGR01777	1	0.99315	0.000317	TIGR01777	yfcH: TIGR01777 family protein
TIGR01780	2	0.752232	0.00024	TIGR01780	SSADH: succinate-semialdehyde dehydrogenase
TIGR01787	3	0.340836	0.000108	TIGR01787	squalene_cyclas: squalene/oxidosqualene cyclases
TIGR01792	1	0.998239	0.000318	TIGR01792	urease_alph: urease, alpha subunit
TIGR01793	2	1.374707	0.000438	TIGR01793	cit_synth_euk: citrate (Si)-synthase, eukaryotic
TIGR01800	1	0.4375	0.000139	TIGR01800	cit_synth_II: 2-methylcitrate synthase/citrate synthase II
TIGR01804	13	6.991434	0.002231	TIGR01804	BADH: betaine-aldehyde dehydrogenase
TIGR01810	7	4.889097	0.00156	TIGR01810	betA: choline dehydrogenase
TIGR01813	1	0.997747	0.000318	TIGR01813	flavo_cyto_c: flavocytochrome c
TIGR01814	3	0.602499	0.000192	TIGR01814	kynureninase: kynureninase
TIGR01816	1	1	0.000319	TIGR01816	sdhA_forward: succinate dehydrogenase, flavoprotein subunit
TIGR01821	1	0.997512	0.000318	TIGR01821	5aminolev_synth: 5-aminolevulinic acid synthase
TIGR01822	1	1	0.000319	TIGR01822	2am3keto_CoA: glycine C-acetyltransferase
TIGR01825	2	1.70909	0.000545	TIGR01825	gly_Cac_T_rel: putative pyridoxal phosphate-dependent acyltransferase
TIGR01830	16	11.062761	0.003531	TIGR01830	3oxo_ACP_reduc: 3-oxoacyl-[acyl-carrier-protein] reductase
TIGR01832	9	7.5	0.002394	TIGR01832	kduD: 2-deoxy-D-gluconate 3-dehydrogenase
TIGR01833	1	0.326039	0.000104	TIGR01833	HMG-CoA-S_euk: hydroxymethylglutaryl-CoA synthase
TIGR01842	1	0.716911	0.000228	TIGR01842	type_I_sec_PrtD: type I secretion system ATPase
TIGR01846	1	0.070605	2.2e-05	TIGR01846	type_I_sec_HlyB: type I secretion system ATPase
TIGR01852	1	0.401574	0.000128	TIGR01852	lipid_A_lpxA: acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase
TIGR01853	10	1.830769	0.000584	TIGR01853	lipid_A_lpxD: UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD
TIGR01880	4	0.705735	0.000225	TIGR01880	Ac-peptdase-euk: N-acyl-L-amino-acid amidohydrolase
TIGR01885	1	0.997512	0.000318	TIGR01885	Orn_aminotrans: ornithine--oxo-acid transaminase
TIGR01891	6	2.950819	0.000941	TIGR01891	amidohydrolases: amidohydrolase
TIGR01910	3	1.0563	0.000337	TIGR01910	DapE-ArgE: peptidase, ArgE/DapE family
TIGR01915	3	2.481818	0.000792	TIGR01915	npdG: NADPH-dependent F420 reductase
TIGR01923	12	4.690045	0.001497	TIGR01923	menE: O-succinylbenzoate-CoA ligase
TIGR01930	7	4.696103	0.001498	TIGR01930	AcCoA-C-Actrans: acetyl-CoA C-acyltransferase
TIGR01931	7	3.82412	0.00122	TIGR01931	cysJ: sulfite reductase [NADPH] flavoprotein, alpha-component
TIGR01932	1	0.836477	0.000267	TIGR01932	hflC: HflC protein
TIGR01933	8	4.766283	0.001521	TIGR01933	hflK: HflK protein
TIGR01934	27	9.282511	0.002962	TIGR01934	MenG_MenH_UbiE: ubiquinone/menaquinone biosynthesis methyltransferase
TIGR01941	3	0.674074	0.000215	TIGR01941	nqrF: NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit
TIGR01942	1	0.484705	0.000154	TIGR01942	pcnB: poly(A) polymerase
TIGR01944	1	0.410526	0.000131	TIGR01944	rnfB: electron transport complex, RnfABCDGE type, B subunit
TIGR01951	25	4	0.001276	TIGR01951	nusB: transcription antitermination factor NusB
TIGR01952	1	0.58156	0.000185	TIGR01952	nusA_arch: NusA family KH domain protein, archaeal
TIGR01957	3	2.317241	0.000739	TIGR01957	nuoB_fam: NADH-quinone oxidoreductase, B subunit
TIGR01958	1	0.986486	0.000314	TIGR01958	nuoE_fam: NADH-quinone oxidoreductase, E subunit
TIGR01959	3	0.919512	0.000293	TIGR01959	nuoF_fam: NADH oxidoreductase (quinone), F subunit
TIGR01961	1	0.983606	0.000313	TIGR01961	NuoC_fam: NADH (or F420H2) dehydrogenase, subunit C
TIGR01962	2	1.968911	0.000628	TIGR01962	NuoD: NADH dehydrogenase (quinone), D subunit
TIGR01963	15	9.82745	0.003136	TIGR01963	PHB_DH: 3-hydroxybutyrate dehydrogenase
TIGR01967	26	7.017912	0.00224	TIGR01967	DEAH_box_HrpA: RNA helicase HrpA
TIGR01968	1	0.118773	3.7e-05	TIGR01968	minD_bact: septum site-determining protein MinD
TIGR01969	5	1.585657	0.000506	TIGR01969	minD_arch: cell division ATPase MinD
TIGR01970	1	0.096969	3e-05	TIGR01970	DEAH_box_HrpB: ATP-dependent helicase HrpB
TIGR01971	1	1	0.000319	TIGR01971	NuoI: NADH-quinone oxidoreductase, chain I
TIGR01973	1	1	0.000319	TIGR01973	NuoG: NADH dehydrogenase (quinone), G subunit
TIGR01974	1	0.274603	8.7e-05	TIGR01974	NDH_I_L: proton-translocating NADH-quinone oxidoreductase, chain L
TIGR01977	1	0.079787	2.5e-05	TIGR01977	am_tr_V_EF2568: cysteine desulfurase family protein
TIGR01978	2	0.185185	5.9e-05	TIGR01978	sufC: FeS assembly ATPase SufC
TIGR01979	7	3.352357	0.00107	TIGR01979	sufS: cysteine desulfurase, SufS family
TIGR01982	6	2.807339	0.000896	TIGR01982	UbiB: 2-polyprenylphenol 6-hydroxylase
TIGR01983	9	4.175438	0.001332	TIGR01983	UbiG: 3-demethylubiquinone-9 3-O-methyltransferase
TIGR01986	3	0.788583	0.000251	TIGR01986	glut_syn_euk: glutathione synthetase
TIGR01988	1	0.248062	7.9e-05	TIGR01988	Ubi-OHases: ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
TIGR01989	1	1	0.000319	TIGR01989	COQ6: ubiquinone biosynthesis monooxygenase COQ6
TIGR01990	1	0.187165	5.9e-05	TIGR01990	bPGM: beta-phosphoglucomutase
TIGR01999	1	1	0.000319	TIGR01999	iscU: FeS cluster assembly scaffold IscU
TIGR02000	1	0.237931	7.5e-05	TIGR02000	NifU_proper: Fe-S cluster assembly protein NifU
TIGR02006	1	0.940298	0.0003	TIGR02006	IscS: cysteine desulfurase IscS
TIGR02007	2	1.463636	0.000467	TIGR02007	fdx_isc: ferredoxin, 2Fe-2S type, ISC system
TIGR02009	2	1.494623	0.000477	TIGR02009	PGMB-YQAB-SF: beta-phosphoglucomutase family hydrolase
TIGR02013	6	0.451534	0.000144	TIGR02013	rpoB: DNA-directed RNA polymerase, beta subunit
TIGR02021	6	1.637614	0.000522	TIGR02021	BchM-ChlM: magnesium protoporphyrin O-methyltransferase
TIGR02023	1	0.190721	6e-05	TIGR02023	BchP-ChlP: geranylgeranyl reductase
TIGR02024	1	0.989932	0.000315	TIGR02024	FtcD: glutamate formiminotransferase
TIGR02031	1	0.320723	0.000102	TIGR02031	BchD-ChlD: magnesium chelatase ATPase subunit D
TIGR02032	7	3.784511	0.001208	TIGR02032	GG-red-SF: geranylgeranyl reductase family
TIGR02033	1	0.781938	0.000249	TIGR02033	D-hydantoinase: dihydropyrimidinase
TIGR02037	23	3.960829	0.001264	TIGR02037	degP_htrA_DO: peptidase Do
TIGR02045	1	0.434977	0.000138	TIGR02045	P_fruct_ADP: ADP-specific phosphofructokinase
TIGR02055	1	0.175257	5.5e-05	TIGR02055	APS_reductase: adenylylsulfate reductase, thioredoxin dependent
TIGR02063	7	2.388185	0.000762	TIGR02063	RNase_R: ribonuclease R
TIGR02065	10	4.469565	0.001426	TIGR02065	ECX1: exosome complex exonuclease 1
TIGR02067	2	1.142857	0.000364	TIGR02067	his_9_HisN: histidinol-phosphatase
TIGR02072	14	6.237704	0.001991	TIGR02072	BioC: malonyl-acyl carrier protein O-methyltransferase BioC
TIGR02080	1	0.984293	0.000314	TIGR02080	O_succ_thio_ly: O-succinylhomoserine (thiol)-lyase
TIGR02082	3	1.356175	0.000432	TIGR02082	metH: methionine synthase
TIGR02093	1	0.998756	0.000318	TIGR02093	P_ylase: glycogen/starch/alpha-glucan phosphorylases
TIGR02097	5	3.049504	0.000973	TIGR02097	yccV: hemimethylated DNA binding domain
TIGR02110	6	1.347202	0.00043	TIGR02110	PQQ_syn_pqqF: coenzyme PQQ biosynthesis protein PqqF
TIGR02114	1	0.828947	0.000264	TIGR02114	coaB_strep: phosphopantothenate--cysteine ligase
TIGR02119	1	0.129511	4.1e-05	TIGR02119	panF: sodium/pantothenate symporter
TIGR02121	1	0.040983	1.3e-05	TIGR02121	Na_Pro_sym: sodium/proline symporter
TIGR02146	1	0.622093	0.000198	TIGR02146	LysS_fung_arch: homocitrate synthase
TIGR02148	2	0.8	0.000255	TIGR02148	Fibro_Slime: fibro-slime domain
TIGR02149	2	1.19693	0.000382	TIGR02149	glgA_Coryne: glycogen synthase, Corynebacterium family
TIGR02150	2	1.339622	0.000427	TIGR02150	IPP_isom_1: isopentenyl-diphosphate delta-isomerase
TIGR02152	3	2.590604	0.000826	TIGR02152	D_ribokin_bact: ribokinase
TIGR02160	3	1.792613	0.000572	TIGR02160	PA_CoA_Oxy5: phenylacetate-CoA oxygenase/reductase, PaaK subunit
TIGR02168	404	84.029635	0.026822	TIGR02168	SMC_prok_B: chromosome segregation protein SMC
TIGR02169	82	17.353648	0.005539	TIGR02169	SMC_prok_A: chromosome segregation protein SMC
TIGR02173	1	0.64497	0.000205	TIGR02173	cyt_kin_arch: putative cytidylate kinase
TIGR02174	1	0.594594	0.000189	TIGR02174	CXXU_selWTH: selT/selW/selH selenoprotein domain
TIGR02176	1	0.998286	0.000318	TIGR02176	pyruv_ox_red: pyruvate:ferredoxin (flavodoxin) oxidoreductase
TIGR02179	1	0.115384	3.6e-05	TIGR02179	PorD_KorD: 2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
TIGR02180	4	3.785714	0.001208	TIGR02180	GRX_euk: glutaredoxin
TIGR02181	3	1.975	0.00063	TIGR02181	GRX_bact: glutaredoxin 3
TIGR02187	2	0.879629	0.00028	TIGR02187	GlrX_arch: glutaredoxin-like domain protein
TIGR02188	6	3.192368	0.001019	TIGR02188	Ac_CoA_lig_AcsA: acetate--CoA ligase
TIGR02191	26	8.009132	0.002556	TIGR02191	RNaseIII: ribonuclease III
TIGR02192	5	4.074074	0.0013	TIGR02192	HtrL_YibB: protein YibB
TIGR02196	1	0.324324	0.000103	TIGR02196	GlrX_YruB: glutaredoxin-like protein, YruB-family
TIGR02199	1	0.923611	0.000294	TIGR02199	rfaE_dom_II: bifunctional protein RfaE, domain II
TIGR02203	4	1.277972	0.000407	TIGR02203	MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA
TIGR02204	3	1.855902	0.000592	TIGR02204	MsbA_rel: ABC transporter, permease/ATP-binding protein
TIGR02222	1	0.140186	4.4e-05	TIGR02222	chap_CsaA: export-related chaperone protein CsaA
TIGR02227	2	0.691358	0.00022	TIGR02227	sigpep_I_bact: signal peptidase I
TIGR02228	1	0.905063	0.000288	TIGR02228	sigpep_I_arch: signal peptidase I
TIGR02231	3	0.994274	0.000317	TIGR02231	TIGR02231: conserved hypothetical protein
TIGR02236	4	2.405144	0.000767	TIGR02236	recomb_radA: DNA repair and recombination protein RadA
TIGR02237	1	0.138095	4.4e-05	TIGR02237	recomb_radB: DNA repair and recombination protein RadB
TIGR02238	2	1.742038	0.000556	TIGR02238	recomb_DMC1: meiotic recombinase Dmc1
TIGR02239	1	0.990506	0.000316	TIGR02239	recomb_RAD51: DNA repair protein RAD51
TIGR02244	5	2.982507	0.000952	TIGR02244	HAD-IG-Ncltidse: HAD superfamily (subfamily IG) hydrolase, 5'-nucleotidase
TIGR02245	1	0.994871	0.000317	TIGR02245	HAD_IIID1: HAD hydrolase, family IIID
TIGR02247	1	0.530805	0.000169	TIGR02247	HAD-1A3-hyp: epoxide hydrolase N-terminal domain-like phosphatase
TIGR02250	1	0.730769	0.000233	TIGR02250	FCP1_euk: FCP1-like phosphatase, phosphatase domain
TIGR02251	4	3.738095	0.001193	TIGR02251	HIF-SF_euk: dullard-like phosphatase domain
TIGR02252	2	2	0.000638	TIGR02252	DREG-2: HAD hydrolase, REG-2-like, family IA
TIGR02258	2	1.072222	0.000342	TIGR02258	2_5_ligase: 2'-5' RNA ligase
TIGR02262	6	3.161417	0.001009	TIGR02262	benz_CoA_lig: benzoate-CoA ligase family
TIGR02276	2	0.904761	0.000288	TIGR02276	beta_rpt_yvtn: 40-residue YVTN family beta-propeller repeat
TIGR02279	4	1.204771	0.000384	TIGR02279	PaaC-3OHAcCoADH: 3-hydroxyacyl-CoA dehydrogenase PaaC
TIGR02280	6	5.5	0.001755	TIGR02280	PaaB1: phenylacetate degradation probable enoyl-CoA hydratase PaaB
TIGR02281	1	0.785123	0.00025	TIGR02281	clan_AA_DTGA: clan AA aspartic protease, TIGR02281 family
TIGR02287	1	0.6875	0.000219	TIGR02287	PaaY: phenylacetic acid degradation protein PaaY
TIGR02296	1	0.993506	0.000317	TIGR02296	HpaC: 4-hydroxyphenylacetate 3-monooxygenase, reductase component
TIGR02299	2	0.102459	3.2e-05	TIGR02299	HpaE: 5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
TIGR02303	3	2.191836	0.000699	TIGR02303	HpaG-C-term: 4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase, C-terminal subunit
TIGR02313	3	0.97619	0.000311	TIGR02313	HpaI-NOT-DapA: 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase
TIGR02315	2	0.493827	0.000157	TIGR02315	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
TIGR02316	1	0.068471	2.1e-05	TIGR02316	propion_prpE: propionate--CoA ligase
TIGR02320	1	0.985915	0.000314	TIGR02320	PEP_mutase: phosphoenolpyruvate mutase
TIGR02326	1	0.983471	0.000313	TIGR02326	transamin_PhnW: 2-aminoethylphosphonate--pyruvate transaminase
TIGR02335	7	1.102941	0.000352	TIGR02335	hydr_PhnA: phosphonoacetate hydrolase
TIGR02338	4	3.727272	0.001189	TIGR02338	gimC_beta: prefoldin, beta subunit
TIGR02339	3	1.445297	0.000461	TIGR02339	thermosome_arch: thermosome, various subunits, archaeal
TIGR02340	4	1.253731	0.0004	TIGR02340	chap_CCT_alpha: T-complex protein 1, alpha subunit
TIGR02341	1	0.520231	0.000166	TIGR02341	chap_CCT_beta: T-complex protein 1, beta subunit
TIGR02342	2	1.249516	0.000398	TIGR02342	chap_CCT_delta: T-complex protein 1, delta subunit
TIGR02343	4	1.353383	0.000432	TIGR02343	chap_CCT_epsi: T-complex protein 1, epsilon subunit
TIGR02344	3	1.490494	0.000475	TIGR02344	chap_CCT_gamma: T-complex protein 1, gamma subunit
TIGR02345	2	1.053537	0.000336	TIGR02345	chap_CCT_eta: T-complex protein 1, eta subunit
TIGR02346	2	1.165725	0.000372	TIGR02346	chap_CCT_theta: T-complex protein 1, theta subunit
TIGR02347	2	1.199623	0.000382	TIGR02347	chap_CCT_zeta: T-complex protein 1, zeta subunit
TIGR02348	1	1	0.000319	TIGR02348	GroEL: chaperonin GroL
TIGR02349	45	12.112994	0.003866	TIGR02349	DnaJ_bact: chaperone protein DnaJ
TIGR02350	17	10.525167	0.003359	TIGR02350	prok_dnaK: chaperone protein DnaK
TIGR02352	8	2.903133	0.000926	TIGR02352	thiamin_ThiO: glycine oxidase ThiO
TIGR02354	1	0.155	4.9e-05	TIGR02354	thiF_fam2: thiamine biosynthesis protein ThiF
TIGR02356	2	1.990147	0.000635	TIGR02356	adenyl_thiF: thiazole biosynthesis adenylyltransferase ThiF
TIGR02361	1	0.998284	0.000318	TIGR02361	dak_ATP: dihydroxyacetone kinase
TIGR02371	1	0.953846	0.000304	TIGR02371	ala_DH_arch: alanine dehydrogenase
TIGR02372	1	0.191709	6.1e-05	TIGR02372	4_coum_CoA_lig: 4-coumarate--CoA ligase
TIGR02374	3	0.707808	0.000225	TIGR02374	nitri_red_nirB: nitrite reductase [NAD(P)H], large subunit
TIGR02377	3	1.831683	0.000584	TIGR02377	MocE_fam_FeS: Rieske [2Fe-2S] domain protein, MocE subfamily
TIGR02378	2	1.542857	0.000492	TIGR02378	nirD_assim_sml: nitrite reductase [NAD(P)H], small subunit
