"busco_id"	"mRNA"	"genome"	"count"	"description"	"name"	"type"	"id"
"453687at33208"	"maker-ctg1457_pilon-augustus-gene-0.7-mRNA-1"	"P08H-3"	393	"GHMP kinase N-terminal domain"	"IPR006204"	"interpro"	"IPR006204"
"453687at33208"	"maker-ctg1457_pilon-augustus-gene-0.7-mRNA-1"	"P08H-3"	292	"Mvd1, C-terminal"	"IPR041431"	"interpro"	"IPR041431"
"453687at33208"	"PE_Scaf3331_16.6"	"Pec"	393	"GHMP kinase N-terminal domain"	"IPR006204"	"interpro"	"IPR006204"
"453687at33208"	"PE_Scaf3331_16.6"	"Pec"	292	"Mvd1, C-terminal"	"IPR041431"	"interpro"	"IPR041431"
"454911at33208"	"maker-ctg359_pilon-protein2genome-gene-1.50-mRNA-1"	"R07B-5"	451	"Vacuolar protein sorting-associated protein 54, C-terminal"	"IPR012501"	"interpro"	"IPR012501"
"454911at33208"	"maker-ctg359_pilon-protein2genome-gene-1.50-mRNA-1"	"R07B-5"	406	"Vacuolar protein sorting-associated protein 54, N-terminal"	"IPR019515"	"interpro"	"IPR019515"
"454911at33208"	"augustus-ctg1_pilon-processed-gene-18.4-mRNA-1"	"P08H-3"	451	"Vacuolar protein sorting-associated protein 54, C-terminal"	"IPR012501"	"interpro"	"IPR012501"
"454911at33208"	"augustus-ctg1_pilon-processed-gene-18.4-mRNA-1"	"P08H-3"	406	"Vacuolar protein sorting-associated protein 54, N-terminal"	"IPR019515"	"interpro"	"IPR019515"
"455512at33208"	"maker-ctg2020_pilon-protein2genome-gene-0.12-mRNA-1"	"R07B-5"	438	"Alpha-ketoglutarate-dependent dioxygenase AlkB-like"	"IPR027450"	"interpro"	"IPR027450"
"455512at33208"	"augustus-ctg167_pilon-processed-gene-2.11-mRNA-1"	"P08H-3"	438	"Alpha-ketoglutarate-dependent dioxygenase AlkB-like"	"IPR027450"	"interpro"	"IPR027450"
"455512at33208"	"PE_Scaf8310_3.15"	"Pec"	438	"Alpha-ketoglutarate-dependent dioxygenase AlkB-like"	"IPR027450"	"interpro"	"IPR027450"
"455941at33208"	"maker-ctg37_pilon-augustus-gene-10.91-mRNA-1"	"P08H-3"	445	"Target SNARE coiled-coil homology domain"	"IPR000727"	"interpro"	"IPR000727"
"455941at33208"	"maker-ctg37_pilon-augustus-gene-10.91-mRNA-1"	"P08H-3"	268	"Syntaxin, N-terminal domain"	"IPR006011"	"interpro"	"IPR006011"
"455941at33208"	"PE_Scaf8314_5.8"	"Pec"	445	"Target SNARE coiled-coil homology domain"	"IPR000727"	"interpro"	"IPR000727"
"455941at33208"	"PE_Scaf8314_5.8"	"Pec"	268	"Syntaxin, N-terminal domain"	"IPR006011"	"interpro"	"IPR006011"
"455941at33208"	"maker-ctg80_pilon-protein2genome-gene-0.5-mRNA-1"	"R07B-5"	445	"Target SNARE coiled-coil homology domain"	"IPR000727"	"interpro"	"IPR000727"
"455941at33208"	"maker-ctg80_pilon-protein2genome-gene-0.5-mRNA-1"	"R07B-5"	268	"Syntaxin, N-terminal domain"	"IPR006011"	"interpro"	"IPR006011"
"456998at33208"	"PE_Scaf10824_2.2"	"Pec"	476	"DnaJ domain"	"IPR001623"	"interpro"	"IPR001623"
"456998at33208"	"PE_Scaf10824_2.2"	"Pec"	391	"RNA recognition motif domain"	"IPR000504"	"interpro"	"IPR000504"
"456998at33208"	"augustus-ctg37_pilon-processed-gene-5.25-mRNA-1"	"R07B-5"	476	"DnaJ domain"	"IPR001623"	"interpro"	"IPR001623"
"456998at33208"	"augustus-ctg37_pilon-processed-gene-5.25-mRNA-1"	"R07B-5"	391	"RNA recognition motif domain"	"IPR000504"	"interpro"	"IPR000504"
"456998at33208"	"maker-ctg721_pilon-augustus-gene-3.76-mRNA-1"	"P08H-3"	476	"DnaJ domain"	"IPR001623"	"interpro"	"IPR001623"
"456998at33208"	"maker-ctg721_pilon-augustus-gene-3.76-mRNA-1"	"P08H-3"	391	"RNA recognition motif domain"	"IPR000504"	"interpro"	"IPR000504"
"457777at33208"	"augustus-ctg339_pilon-processed-gene-7.21-mRNA-1"	"P08H-3"	463	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"457777at33208"	"augustus-ctg339_pilon-processed-gene-7.21-mRNA-1"	"P08H-3"	311	"COP9 signalosome complex subunit 4, helix turn helix domain"	"IPR041406"	"interpro"	"IPR041406"
"457777at33208"	"maker-ctg454_pilon-protein2genome-gene-4.18-mRNA-1"	"R07B-5"	463	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"457777at33208"	"maker-ctg454_pilon-protein2genome-gene-4.18-mRNA-1"	"R07B-5"	311	"COP9 signalosome complex subunit 4, helix turn helix domain"	"IPR041406"	"interpro"	"IPR041406"
"458807at33208"	"maker-ctg538_pilon-est2genome-gene-5.19-mRNA-1"	"R07B-5"	493	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"458807at33208"	"augustus-ctg456_pilon-processed-gene-1.1-mRNA-1"	"P08H-3"	493	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"458807at33208"	"PE_Scaf8248_5.3"	"Pec"	493	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"458974at33208"	"maker-ctg991_pilon-protein2genome-gene-0.56-mRNA-1"	"R07B-5"	431	"Sas10 C-terminal domain"	"IPR018972"	"interpro"	"IPR018972"
"458974at33208"	"maker-ctg991_pilon-protein2genome-gene-0.56-mRNA-1"	"R07B-5"	410	"Sas10/Utp3/C1D"	"IPR007146"	"interpro"	"IPR007146"
"458974at33208"	"PE_Scaf3936_3.10"	"Pec"	431	"Sas10 C-terminal domain"	"IPR018972"	"interpro"	"IPR018972"
"458974at33208"	"PE_Scaf3936_3.10"	"Pec"	410	"Sas10/Utp3/C1D"	"IPR007146"	"interpro"	"IPR007146"
"458988at33208"	"augustus-ctg991_pilon-processed-gene-0.28-mRNA-1"	"R07B-5"	498	"TH1 protein"	"IPR006942"	"interpro"	"IPR006942"
"458988at33208"	"augustus-ctg216_pilon-processed-gene-6.69-mRNA-1"	"P08H-3"	498	"TH1 protein"	"IPR006942"	"interpro"	"IPR006942"
"458988at33208"	"PE_Scaf6542_8.2"	"Pec"	498	"TH1 protein"	"IPR006942"	"interpro"	"IPR006942"
"459253at33208"	"augustus-ctg376_pilon-processed-gene-0.9-mRNA-1"	"P08H-3"	483	"UbiE/COQ5 methyltransferase"	"IPR004033"	"interpro"	"IPR004033"
"459253at33208"	"augustus-ctg376_pilon-processed-gene-0.9-mRNA-1"	"P08H-3"	301	"Methyltransferase domain"	"IPR025714"	"interpro"	"IPR025714"
"459253at33208"	"augustus-ctg376_pilon-processed-gene-0.9-mRNA-1"	"P08H-3"	310	"Methyltransferase domain 25"	"IPR041698"	"interpro"	"IPR041698"
"459253at33208"	"augustus-ctg376_pilon-processed-gene-0.9-mRNA-1"	"P08H-3"	311	"Methyltransferase type 11"	"IPR013216"	"interpro"	"IPR013216"
"459253at33208"	"maker-ctg755_pilon-protein2genome-gene-0.1-mRNA-1"	"R07B-5"	483	"UbiE/COQ5 methyltransferase"	"IPR004033"	"interpro"	"IPR004033"
"459253at33208"	"maker-ctg755_pilon-protein2genome-gene-0.1-mRNA-1"	"R07B-5"	301	"Methyltransferase domain"	"IPR025714"	"interpro"	"IPR025714"
"459253at33208"	"maker-ctg755_pilon-protein2genome-gene-0.1-mRNA-1"	"R07B-5"	310	"Methyltransferase domain 25"	"IPR041698"	"interpro"	"IPR041698"
"459253at33208"	"maker-ctg755_pilon-protein2genome-gene-0.1-mRNA-1"	"R07B-5"	311	"Methyltransferase type 11"	"IPR013216"	"interpro"	"IPR013216"
"45934at33208"	"augustus-ctg178_pilon-processed-gene-2.40-mRNA-1"	"P08H-3"	454	"WASH complex subunit 7, central domain"	"IPR028282"	"interpro"	"IPR028282"
"45934at33208"	"augustus-ctg178_pilon-processed-gene-2.40-mRNA-1"	"P08H-3"	440	"WASH complex subunit 7, C-terminal"	"IPR028283"	"interpro"	"IPR028283"
"45934at33208"	"augustus-ctg178_pilon-processed-gene-2.40-mRNA-1"	"P08H-3"	450	"WASH complex subunit 7, N-terminal"	"IPR028191"	"interpro"	"IPR028191"
"45934at33208"	"augustus-ctg366_pilon-processed-gene-0.32-mRNA-1"	"R07B-5"	454	"WASH complex subunit 7, central domain"	"IPR028282"	"interpro"	"IPR028282"
"45934at33208"	"augustus-ctg366_pilon-processed-gene-0.32-mRNA-1"	"R07B-5"	440	"WASH complex subunit 7, C-terminal"	"IPR028283"	"interpro"	"IPR028283"
"45934at33208"	"augustus-ctg366_pilon-processed-gene-0.32-mRNA-1"	"R07B-5"	450	"WASH complex subunit 7, N-terminal"	"IPR028191"	"interpro"	"IPR028191"
"45934at33208"	"PE_Scaf1675_3.14"	"Pec"	454	"WASH complex subunit 7, central domain"	"IPR028282"	"interpro"	"IPR028282"
"45934at33208"	"PE_Scaf1675_3.14"	"Pec"	440	"WASH complex subunit 7, C-terminal"	"IPR028283"	"interpro"	"IPR028283"
"45934at33208"	"PE_Scaf1675_3.14"	"Pec"	450	"WASH complex subunit 7, N-terminal"	"IPR028191"	"interpro"	"IPR028191"
"460044at33208"	"PE_Scaf3042_0.3"	"Pec"	461	"Uncharacterised protein family UPF0183"	"IPR005373"	"interpro"	"IPR005373"
"460044at33208"	"maker-ctg159_pilon-protein2genome-gene-0.36-mRNA-1"	"R07B-5"	461	"Uncharacterised protein family UPF0183"	"IPR005373"	"interpro"	"IPR005373"
"460518at33208"	"PE_Scaf7548_5.17"	"Pec"	437	"Galactose-1-phosphate uridyl transferase, C-terminal"	"IPR005850"	"interpro"	"IPR005850"
"460518at33208"	"PE_Scaf7548_5.17"	"Pec"	447	"Galactose-1-phosphate uridyl transferase, N-terminal"	"IPR005849"	"interpro"	"IPR005849"
"460518at33208"	"augustus-ctg300_pilon-processed-gene-4.80-mRNA-1"	"P08H-3"	437	"Galactose-1-phosphate uridyl transferase, C-terminal"	"IPR005850"	"interpro"	"IPR005850"
"460518at33208"	"augustus-ctg300_pilon-processed-gene-4.80-mRNA-1"	"P08H-3"	447	"Galactose-1-phosphate uridyl transferase, N-terminal"	"IPR005849"	"interpro"	"IPR005849"
"460518at33208"	"maker-ctg904_pilon-augustus-gene-0.6-mRNA-1"	"R07B-5"	437	"Galactose-1-phosphate uridyl transferase, C-terminal"	"IPR005850"	"interpro"	"IPR005850"
"460518at33208"	"maker-ctg904_pilon-augustus-gene-0.6-mRNA-1"	"R07B-5"	447	"Galactose-1-phosphate uridyl transferase, N-terminal"	"IPR005849"	"interpro"	"IPR005849"
"461123at33208"	"PE_Scaf12039_15.2"	"Pec"	512	"TAP46-like protein"	"IPR007304"	"interpro"	"IPR007304"
"461123at33208"	"maker-ctg1084_pilon-protein2genome-gene-0.2-mRNA-1"	"R07B-5"	512	"TAP46-like protein"	"IPR007304"	"interpro"	"IPR007304"
"461123at33208"	"augustus-ctg241_pilon-processed-gene-7.18-mRNA-1"	"P08H-3"	512	"TAP46-like protein"	"IPR007304"	"interpro"	"IPR007304"
"461193at33208"	"maker-ctg1238_pilon-protein2genome-gene-0.6-mRNA-1"	"R07B-5"	462	"Translocation protein Sec62"	"IPR004728"	"interpro"	"IPR004728"
"461193at33208"	"PE_Scaf11704_2.5"	"Pec"	462	"Translocation protein Sec62"	"IPR004728"	"interpro"	"IPR004728"
"461193at33208"	"maker-ctg732_pilon-augustus-gene-1.60-mRNA-1"	"P08H-3"	462	"Translocation protein Sec62"	"IPR004728"	"interpro"	"IPR004728"
"462325at33208"	"PE_Scaf377_4.10"	"Pec"	477	"Actin family"	"IPR004000"	"interpro"	"IPR004000"
"462325at33208"	"maker-ctg190_pilon-protein2genome-gene-2.0-mRNA-1"	"R07B-5"	477	"Actin family"	"IPR004000"	"interpro"	"IPR004000"
"462325at33208"	"augustus-ctg942_pilon-processed-gene-1.43-mRNA-1"	"P08H-3"	477	"Actin family"	"IPR004000"	"interpro"	"IPR004000"
"462897at33208"	"augustus-ctg87_pilon-processed-gene-2.48-mRNA-1"	"P08H-3"	262	"NADH-rubredoxin oxidoreductase, C-terminal"	"IPR041575"	"interpro"	"IPR041575"
"462897at33208"	"augustus-ctg87_pilon-processed-gene-2.48-mRNA-1"	"P08H-3"	460	"FAD/NAD(P)-binding domain"	"IPR023753"	"interpro"	"IPR023753"
"463071at33208"	"maker-ctg565_pilon-protein2genome-gene-3.2-mRNA-1"	"R07B-5"	117	"WD40/YVTN repeat-like-containing domain superfamily"	"IPR015943"	"interpro"	"IPR015943"
"463071at33208"	"maker-ctg565_pilon-protein2genome-gene-3.2-mRNA-1"	"R07B-5"	182	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"463071at33208"	"maker-ctg565_pilon-protein2genome-gene-3.2-mRNA-1"	"R07B-5"	116	"WD40-repeat-containing domain superfamily"	"IPR036322"	"interpro"	"IPR036322"
"463071at33208"	"augustus-ctg3_pilon-processed-gene-28.21-mRNA-1"	"P08H-3"	117	"WD40/YVTN repeat-like-containing domain superfamily"	"IPR015943"	"interpro"	"IPR015943"
"463071at33208"	"augustus-ctg3_pilon-processed-gene-28.21-mRNA-1"	"P08H-3"	182	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"463071at33208"	"augustus-ctg3_pilon-processed-gene-28.21-mRNA-1"	"P08H-3"	116	"WD40-repeat-containing domain superfamily"	"IPR036322"	"interpro"	"IPR036322"
"464204at33208"	"maker-ctg76_pilon-protein2genome-gene-5.24-mRNA-1"	"R07B-5"	310	"Snf8/Vps36 family"	"IPR040608"	"interpro"	"IPR040608"
"464204at33208"	"maker-ctg76_pilon-protein2genome-gene-5.24-mRNA-1"	"R07B-5"	392	"Vacuolar protein sorting protein 36, GLUE domain"	"IPR021648"	"interpro"	"IPR021648"
"464204at33208"	"PE_Scaf5291_0.4"	"Pec"	310	"Snf8/Vps36 family"	"IPR040608"	"interpro"	"IPR040608"
"464204at33208"	"PE_Scaf5291_0.4"	"Pec"	392	"Vacuolar protein sorting protein 36, GLUE domain"	"IPR021648"	"interpro"	"IPR021648"
"464204at33208"	"maker-ctg38_pilon-augustus-gene-3.56-mRNA-1"	"P08H-3"	310	"Snf8/Vps36 family"	"IPR040608"	"interpro"	"IPR040608"
"464204at33208"	"maker-ctg38_pilon-augustus-gene-3.56-mRNA-1"	"P08H-3"	392	"Vacuolar protein sorting protein 36, GLUE domain"	"IPR021648"	"interpro"	"IPR021648"
"464243at33208"	"maker-ctg3_pilon-augustus-gene-27.8-mRNA-1"	"P08H-3"	351	"Zinc finger, HIT-type"	"IPR007529"	"interpro"	"IPR007529"
"464243at33208"	"maker-ctg3_pilon-augustus-gene-27.8-mRNA-1"	"P08H-3"	326	"INO80 complex subunit B-like conserved region"	"IPR006880"	"interpro"	"IPR006880"
"464243at33208"	"PE_Scaf1122_2.16"	"Pec"	351	"Zinc finger, HIT-type"	"IPR007529"	"interpro"	"IPR007529"
"464243at33208"	"PE_Scaf1122_2.16"	"Pec"	326	"INO80 complex subunit B-like conserved region"	"IPR006880"	"interpro"	"IPR006880"
"464243at33208"	"maker-ctg577_pilon-augustus-gene-0.0-mRNA-1"	"R07B-5"	351	"Zinc finger, HIT-type"	"IPR007529"	"interpro"	"IPR007529"
"464243at33208"	"maker-ctg577_pilon-augustus-gene-0.0-mRNA-1"	"R07B-5"	326	"INO80 complex subunit B-like conserved region"	"IPR006880"	"interpro"	"IPR006880"
"464286at33208"	"maker-ctg316_pilon-augustus-gene-6.14-mRNA-1"	"P08H-3"	106	"Tetratricopeptide repeat-containing domain"	"IPR013026"	"interpro"	"IPR013026"
"464286at33208"	"maker-ctg316_pilon-augustus-gene-6.14-mRNA-1"	"P08H-3"	165	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"464286at33208"	"maker-ctg316_pilon-augustus-gene-6.14-mRNA-1"	"P08H-3"	108	"Tetratricopeptide-like helical domain superfamily"	"IPR011990"	"interpro"	"IPR011990"
"464286at33208"	"augustus-ctg15_pilon-processed-gene-5.46-mRNA-1"	"R07B-5"	106	"Tetratricopeptide repeat-containing domain"	"IPR013026"	"interpro"	"IPR013026"
"464286at33208"	"augustus-ctg15_pilon-processed-gene-5.46-mRNA-1"	"R07B-5"	165	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"464286at33208"	"augustus-ctg15_pilon-processed-gene-5.46-mRNA-1"	"R07B-5"	108	"Tetratricopeptide-like helical domain superfamily"	"IPR011990"	"interpro"	"IPR011990"
"464286at33208"	"PE_Scaf4194_10.6"	"Pec"	106	"Tetratricopeptide repeat-containing domain"	"IPR013026"	"interpro"	"IPR013026"
"464286at33208"	"PE_Scaf4194_10.6"	"Pec"	165	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"464286at33208"	"PE_Scaf4194_10.6"	"Pec"	108	"Tetratricopeptide-like helical domain superfamily"	"IPR011990"	"interpro"	"IPR011990"
"464312at33208"	"maker-ctg594_pilon-augustus-gene-2.52-mRNA-1"	"P08H-3"	437	"Peptidase M50"	"IPR008915"	"interpro"	"IPR008915"
"464312at33208"	"PE_Scaf6376_5.4"	"Pec"	437	"Peptidase M50"	"IPR008915"	"interpro"	"IPR008915"
"464312at33208"	"maker-ctg354_pilon-protein2genome-gene-2.25-mRNA-1"	"R07B-5"	437	"Peptidase M50"	"IPR008915"	"interpro"	"IPR008915"
"464987at33208"	"augustus-ctg57_pilon-processed-gene-2.27-mRNA-1"	"P08H-3"	457	"Ribosomal biogenesis, methyltransferase, EMG1/NEP1"	"IPR005304"	"interpro"	"IPR005304"
"464987at33208"	"maker-ctg623_pilon-augustus-gene-1.25-mRNA-1"	"R07B-5"	457	"Ribosomal biogenesis, methyltransferase, EMG1/NEP1"	"IPR005304"	"interpro"	"IPR005304"
"464987at33208"	"PE_Scaf505_9.1"	"Pec"	457	"Ribosomal biogenesis, methyltransferase, EMG1/NEP1"	"IPR005304"	"interpro"	"IPR005304"
"465092at33208"	"maker-ctg484_pilon-augustus-gene-3.45-mRNA-1"	"P08H-3"	322	"Cyclin, C-terminal domain"	"IPR004367"	"interpro"	"IPR004367"
"465092at33208"	"maker-ctg484_pilon-augustus-gene-3.45-mRNA-1"	"P08H-3"	463	"Cyclin, N-terminal"	"IPR006671"	"interpro"	"IPR006671"
"465092at33208"	"PE_Scaf8599_3.11"	"Pec"	322	"Cyclin, C-terminal domain"	"IPR004367"	"interpro"	"IPR004367"
"465092at33208"	"PE_Scaf8599_3.11"	"Pec"	463	"Cyclin, N-terminal"	"IPR006671"	"interpro"	"IPR006671"
"465092at33208"	"maker-ctg385_pilon-protein2genome-gene-0.19-mRNA-1"	"R07B-5"	322	"Cyclin, C-terminal domain"	"IPR004367"	"interpro"	"IPR004367"
"465092at33208"	"maker-ctg385_pilon-protein2genome-gene-0.19-mRNA-1"	"R07B-5"	463	"Cyclin, N-terminal"	"IPR006671"	"interpro"	"IPR006671"
"465401at33208"	"augustus_masked-ctg110_pilon-processed-gene-1.10-mRNA-1"	"P08H-3"	438	"Glycosyl transferase, family 31"	"IPR002659"	"interpro"	"IPR002659"
"465401at33208"	"maker-ctg312_pilon-protein2genome-gene-8.8-mRNA-1"	"R07B-5"	438	"Glycosyl transferase, family 31"	"IPR002659"	"interpro"	"IPR002659"
"465401at33208"	"PE_Scaf864_3.0"	"Pec"	438	"Glycosyl transferase, family 31"	"IPR002659"	"interpro"	"IPR002659"
"465512at33208"	"maker-ctg1201_pilon-protein2genome-gene-1.40-mRNA-1"	"R07B-5"	485	"Integrator complex subunit 2"	"IPR029321"	"interpro"	"IPR029321"
"465512at33208"	"augustus-ctg469_pilon-processed-gene-2.35-mRNA-1"	"P08H-3"	485	"Integrator complex subunit 2"	"IPR029321"	"interpro"	"IPR029321"
"465651at33208"	"maker-ctg224_pilon-augustus-gene-5.29-mRNA-1"	"P08H-3"	435	"U6 snRNA phosphodiesterase Usb1"	"IPR027521"	"interpro"	"IPR027521"
"465651at33208"	"maker-ctg80_pilon-protein2genome-gene-3.50-mRNA-1"	"R07B-5"	435	"U6 snRNA phosphodiesterase Usb1"	"IPR027521"	"interpro"	"IPR027521"
"465703at33208"	"augustus-ctg1197_pilon-processed-gene-0.77-mRNA-1"	"R07B-5"	181	"Tetratricopeptide-like helical domain superfamily"	"IPR011990"	"interpro"	"IPR011990"
"465703at33208"	"augustus-ctg1197_pilon-processed-gene-0.77-mRNA-1"	"R07B-5"	227	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"465703at33208"	"augustus-ctg1197_pilon-processed-gene-0.77-mRNA-1"	"R07B-5"	179	"Tetratricopeptide repeat-containing domain"	"IPR013026"	"interpro"	"IPR013026"
"465703at33208"	"augustus-ctg174_pilon-processed-gene-4.8-mRNA-1"	"P08H-3"	181	"Tetratricopeptide-like helical domain superfamily"	"IPR011990"	"interpro"	"IPR011990"
"465703at33208"	"augustus-ctg174_pilon-processed-gene-4.8-mRNA-1"	"P08H-3"	227	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"465703at33208"	"augustus-ctg174_pilon-processed-gene-4.8-mRNA-1"	"P08H-3"	179	"Tetratricopeptide repeat-containing domain"	"IPR013026"	"interpro"	"IPR013026"
"465703at33208"	"PE_Scaf9123_2.7"	"Pec"	181	"Tetratricopeptide-like helical domain superfamily"	"IPR011990"	"interpro"	"IPR011990"
"465703at33208"	"PE_Scaf9123_2.7"	"Pec"	227	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"465703at33208"	"PE_Scaf9123_2.7"	"Pec"	179	"Tetratricopeptide repeat-containing domain"	"IPR013026"	"interpro"	"IPR013026"
"465933at33208"	"augustus_masked-ctg979_pilon-processed-gene-2.57-mRNA-1"	"P08H-3"	313	"NAD(P)-binding domain"	"IPR016040"	"interpro"	"IPR016040"
"465933at33208"	"augustus_masked-ctg979_pilon-processed-gene-2.57-mRNA-1"	"P08H-3"	396	"NAD-dependent epimerase/dehydratase"	"IPR001509"	"interpro"	"IPR001509"
"465933at33208"	"augustus_masked-ctg979_pilon-processed-gene-2.57-mRNA-1"	"P08H-3"	295	"3-beta hydroxysteroid dehydrogenase/isomerase"	"IPR002225"	"interpro"	"IPR002225"
"465933at33208"	"augustus_masked-ctg979_pilon-processed-gene-2.57-mRNA-1"	"P08H-3"	319	"NmrA-like domain"	"IPR008030"	"interpro"	"IPR008030"
"465933at33208"	"PE_Scaf1394_0.7"	"Pec"	313	"NAD(P)-binding domain"	"IPR016040"	"interpro"	"IPR016040"
"465933at33208"	"PE_Scaf1394_0.7"	"Pec"	396	"NAD-dependent epimerase/dehydratase"	"IPR001509"	"interpro"	"IPR001509"
"465933at33208"	"PE_Scaf1394_0.7"	"Pec"	295	"3-beta hydroxysteroid dehydrogenase/isomerase"	"IPR002225"	"interpro"	"IPR002225"
"465933at33208"	"PE_Scaf1394_0.7"	"Pec"	319	"NmrA-like domain"	"IPR008030"	"interpro"	"IPR008030"
"465933at33208"	"maker-ctg138_pilon-est2genome-gene-1.10-mRNA-1"	"R07B-5"	313	"NAD(P)-binding domain"	"IPR016040"	"interpro"	"IPR016040"
"465933at33208"	"maker-ctg138_pilon-est2genome-gene-1.10-mRNA-1"	"R07B-5"	396	"NAD-dependent epimerase/dehydratase"	"IPR001509"	"interpro"	"IPR001509"
"465933at33208"	"maker-ctg138_pilon-est2genome-gene-1.10-mRNA-1"	"R07B-5"	295	"3-beta hydroxysteroid dehydrogenase/isomerase"	"IPR002225"	"interpro"	"IPR002225"
"465933at33208"	"maker-ctg138_pilon-est2genome-gene-1.10-mRNA-1"	"R07B-5"	319	"NmrA-like domain"	"IPR008030"	"interpro"	"IPR008030"
"466616at33208"	"augustus-ctg820_pilon-processed-gene-1.8-mRNA-1"	"R07B-5"	475	"Nucleolar complex protein 2"	"IPR005343"	"interpro"	"IPR005343"
"466616at33208"	"PE_Scaf8951_0.4"	"Pec"	475	"Nucleolar complex protein 2"	"IPR005343"	"interpro"	"IPR005343"
"466942at33208"	"augustus-ctg119_pilon-processed-gene-8.41-mRNA-1"	"P08H-3"	435	"Pex, N-terminal"	"IPR006845"	"interpro"	"IPR006845"
"466942at33208"	"augustus-ctg119_pilon-processed-gene-8.41-mRNA-1"	"P08H-3"	313	"Zinc finger, C3HC4 RING-type"	"IPR018957"	"interpro"	"IPR018957"
"466942at33208"	"maker-ctg448_pilon-protein2genome-gene-3.50-mRNA-1"	"R07B-5"	435	"Pex, N-terminal"	"IPR006845"	"interpro"	"IPR006845"
"466942at33208"	"maker-ctg448_pilon-protein2genome-gene-3.50-mRNA-1"	"R07B-5"	313	"Zinc finger, C3HC4 RING-type"	"IPR018957"	"interpro"	"IPR018957"
"467106at33208"	"PE_Scaf12126_1.5"	"Pec"	472	"ZC3H15/TMA46 family, C-terminal"	"IPR032378"	"interpro"	"IPR032378"
"467106at33208"	"PE_Scaf12126_1.5"	"Pec"	267	"E3 ligase, CCCH-type zinc finger"	"IPR041367"	"interpro"	"IPR041367"
"467106at33208"	"PE_Scaf12126_1.5"	"Pec"	461	"Zinc finger, CCCH-type"	"IPR000571"	"interpro"	"IPR000571"
"467106at33208"	"maker-ctg1017_pilon-protein2genome-gene-2.54-mRNA-1"	"R07B-5"	472	"ZC3H15/TMA46 family, C-terminal"	"IPR032378"	"interpro"	"IPR032378"
"467106at33208"	"maker-ctg1017_pilon-protein2genome-gene-2.54-mRNA-1"	"R07B-5"	267	"E3 ligase, CCCH-type zinc finger"	"IPR041367"	"interpro"	"IPR041367"
"467106at33208"	"maker-ctg1017_pilon-protein2genome-gene-2.54-mRNA-1"	"R07B-5"	461	"Zinc finger, CCCH-type"	"IPR000571"	"interpro"	"IPR000571"
"467106at33208"	"augustus-ctg416_pilon-processed-gene-2.52-mRNA-1"	"P08H-3"	472	"ZC3H15/TMA46 family, C-terminal"	"IPR032378"	"interpro"	"IPR032378"
"467106at33208"	"augustus-ctg416_pilon-processed-gene-2.52-mRNA-1"	"P08H-3"	267	"E3 ligase, CCCH-type zinc finger"	"IPR041367"	"interpro"	"IPR041367"
"467106at33208"	"augustus-ctg416_pilon-processed-gene-2.52-mRNA-1"	"P08H-3"	461	"Zinc finger, CCCH-type"	"IPR000571"	"interpro"	"IPR000571"
"467142at33208"	"augustus-ctg667_pilon-processed-gene-1.54-mRNA-1"	"R07B-5"	409	"F-box domain"	"IPR001810"	"interpro"	"IPR001810"
"467142at33208"	"PE_Scaf7521_2.5"	"Pec"	409	"F-box domain"	"IPR001810"	"interpro"	"IPR001810"
"467142at33208"	"maker-ctg138_pilon-augustus-gene-9.25-mRNA-1"	"P08H-3"	409	"F-box domain"	"IPR001810"	"interpro"	"IPR001810"
"467744at33208"	"PE_Scaf11615_3.8"	"Pec"	400	"TMEM115/Pdh1/Rbl19"	"IPR013861"	"interpro"	"IPR013861"
"467744at33208"	"maker-ctg360_pilon-augustus-gene-2.34-mRNA-1"	"P08H-3"	400	"TMEM115/Pdh1/Rbl19"	"IPR013861"	"interpro"	"IPR013861"
"467744at33208"	"maker-ctg340_pilon-protein2genome-gene-2.9-mRNA-1"	"R07B-5"	400	"TMEM115/Pdh1/Rbl19"	"IPR013861"	"interpro"	"IPR013861"
"468248at33208"	"PE_Scaf4962_2.2"	"Pec"	199	"SNARE associated Golgi protein"	"IPR032816"	"interpro"	"IPR032816"
"468248at33208"	"augustus_masked-ctg15_pilon-processed-gene-2.111-mRNA-1"	"P08H-3"	199	"SNARE associated Golgi protein"	"IPR032816"	"interpro"	"IPR032816"
"468248at33208"	"maker-ctg735_pilon-protein2genome-gene-3.10-mRNA-1"	"R07B-5"	199	"SNARE associated Golgi protein"	"IPR032816"	"interpro"	"IPR032816"
