#Accession	No_orfs	Coverage	Abundance	Name	Description
TIGR01408	9	2.782738	0.001024	TIGR01408	Ube1: ubiquitin-activating enzyme E1
TIGR01416	1	0.97159	0.000357	TIGR01416	Rieske_proteo: ubiquinol-cytochrome c reductase, iron-sulfur subunit
TIGR01422	1	0.992094	0.000365	TIGR01422	phosphonatase: phosphonoacetaldehyde hydrolase
TIGR01424	1	0.065022	2.3e-05	TIGR01424	gluta_reduc_2: glutathione-disulfide reductase
TIGR01425	2	1.023364	0.000376	TIGR01425	SRP54_euk: signal recognition particle protein SRP54
TIGR01426	13	5.613231	0.002066	TIGR01426	MGT: glycosyltransferase, MGT family
TIGR01429	1	0.279869	0.000103	TIGR01429	AMP_deaminase: AMP deaminase
TIGR01430	2	1.213622	0.000446	TIGR01430	aden_deam: adenosine deaminase
TIGR01431	3	1.60334	0.00059	TIGR01431	adm_rel: adenosine deaminase-related growth factor
TIGR01438	3	1.991752	0.000733	TIGR01438	TGR: thioredoxin and glutathione reductase
TIGR01444	5	4.146853	0.001526	TIGR01444	fkbM_fam: methyltransferase, FkbM family
TIGR01448	4	0.876388	0.000322	TIGR01448	recD_rel: helicase, RecD/TraA family
TIGR01455	4	0.891402	0.000328	TIGR01455	glmM: phosphoglucosamine mutase
TIGR01456	3	1.878504	0.000691	TIGR01456	CECR5: HAD hydrolase, TIGR01456 family
TIGR01458	4	3.887159	0.001431	TIGR01458	HAD-SF-IIA-hyp3: HAD hydrolase, TIGR01458 family
TIGR01464	1	0.994082	0.000365	TIGR01464	hemE: uroporphyrinogen decarboxylase
TIGR01472	1	0.543859	0.0002	TIGR01472	gmd: GDP-mannose 4,6-dehydratase
TIGR01473	1	0.989323	0.000364	TIGR01473	cyoE_ctaB: protoheme IX farnesyltransferase
TIGR01474	3	0.9539	0.000351	TIGR01474	ubiA_proteo: 4-hydroxybenzoate polyprenyl transferase
TIGR01477	3	0.424157	0.000156	TIGR01477	RIFIN: variant surface antigen, rifin family
TIGR01484	1	0.9638	0.000354	TIGR01484	HAD-SF-IIB: HAD hydrolase, family IIB
TIGR01488	1	0.327683	0.00012	TIGR01488	HAD-SF-IB: HAD phosphoserine phosphatase-like hydrolase, family IB
TIGR01489	1	1	0.000368	TIGR01489	DKMTPPase-SF: 2,3-diketo-5-methylthio-1-phosphopentane phosphatase
TIGR01499	1	0.3975	0.000146	TIGR01499	folC: bifunctional protein FolC
TIGR01500	1	1	0.000368	TIGR01500	sepiapter_red: sepiapterin reductase
TIGR01505	2	0.65292	0.00024	TIGR01505	tartro_sem_red: 2-hydroxy-3-oxopropionate reductase
TIGR01507	9	1.165625	0.000429	TIGR01507	hopene_cyclase: squalene-hopene cyclase
TIGR01511	2	1.005535	0.00037	TIGR01511	ATPase-IB1_Cu: copper-translocating P-type ATPase
TIGR01513	1	0.373893	0.000137	TIGR01513	NAPRTase_put: nicotinate phosphoribosyltransferase
TIGR01515	1	0.171334	6.3e-05	TIGR01515	branching_enzym: 1,4-alpha-glucan branching enzyme
TIGR01517	3	0.861678	0.000317	TIGR01517	ATPase-IIB_Ca: calcium-translocating P-type ATPase, PMCA-type
TIGR01522	1	0.995316	0.000366	TIGR01522	ATPase-IIA2_Ca: calcium-transporting P-type ATPase, PMR1-type
TIGR01525	1	1	0.000368	TIGR01525	ATPase-IB_hvy: heavy metal translocating P-type ATPase
TIGR01530	4	1.438181	0.000529	TIGR01530	nadN: NAD nucleotidase
TIGR01534	1	1	0.000368	TIGR01534	GAPDH-I: glyceraldehyde-3-phosphate dehydrogenase, type I
TIGR01536	6	1.241779	0.000457	TIGR01536	asn_synth_AEB: asparagine synthase (glutamine-hydrolyzing)
TIGR01544	1	0.989399	0.000364	TIGR01544	HAD-SF-IE: HAD hydrolase, family IE
TIGR01548	1	0.086294	3.1e-05	TIGR01548	HAD-SF-IA-hyp1: HAD hydrolase, TIGR01548 family
TIGR01549	1	0.154362	5.6e-05	TIGR01549	HAD-SF-IA-v1: HAD hydrolase, family IA, variant 1
TIGR01559	1	0.976261	0.000359	TIGR01559	squal_synth: farnesyl-diphosphate farnesyltransferase
TIGR01571	12	10.923809	0.004021	TIGR01571	A_thal_Cys_rich: uncharacterized Cys-rich domain
TIGR01574	2	0.926773	0.000341	TIGR01574	miaB-methiolase: tRNA-i(6)A37 thiotransferase enzyme MiaB
TIGR01575	7	4.530303	0.001667	TIGR01575	rimI: ribosomal-protein-alanine acetyltransferase
TIGR01578	1	1	0.000368	TIGR01578	MiaB-like-B: MiaB-like tRNA modifying enzyme, archaeal-type
TIGR01587	3	0.5	0.000184	TIGR01587	cas3_core: CRISPR-associated helicase Cas3
TIGR01588	1	0.975694	0.000359	TIGR01588	citE: citrate (pro-3S)-lyase, beta subunit
TIGR01607	1	0.493975	0.000181	TIGR01607	PST-A: Plasmodium subtelomeric family
TIGR01622	98	16.629999	0.006122	TIGR01622	SF-CC1: splicing factor, CC1-like family
TIGR01628	86	17.228571	0.006343	TIGR01628	PABP-1234: polyadenylate binding protein, human types 1, 2, 3, 4 family
TIGR01632	2	1.914285	0.000704	TIGR01632	L11_bact: ribosomal protein L11
TIGR01642	24	5.137254	0.001891	TIGR01642	U2AF_lg: U2 snRNP auxilliary factor, large subunit, splicing factor
TIGR01643	11	5.428571	0.001998	TIGR01643	YD_repeat_2x: YD repeat (two copies)
TIGR01645	8	1.280065	0.000471	TIGR01645	half-pint: poly-U binding splicing factor, half-pint family
TIGR01648	12	2.272097	0.000836	TIGR01648	hnRNP-R-Q: hnRNP-R, Q splicing factor family
TIGR01649	6	1.75862	0.000647	TIGR01649	hnRNP-L_PTB: hnRNP-L/PTB/hephaestus splicing factor family
TIGR01652	9	5.032136	0.001852	TIGR01652	ATPase-Plipid: phospholipid-translocating P-type ATPase, flippase
TIGR01657	6	2.822748	0.001039	TIGR01657	P-ATPase-V: P-type ATPase of unknown pump specificity (type V)
TIGR01658	1	0.569343	0.000209	TIGR01658	EYA-cons_domain: EYA conserved domain
TIGR01659	9	0.817919	0.000301	TIGR01659	sex-lethal: sex-lethal family splicing factor
TIGR01661	12	3.572649	0.001315	TIGR01661	ELAV_HUD_SF: ELAV/HuD family splicing factor
TIGR01662	1	0.16312	6e-05	TIGR01662	HAD-SF-IIIA: HAD hydrolase, family IIIA
TIGR01663	2	0.951923	0.00035	TIGR01663	PNK-3'Pase: polynucleotide kinase 3'-phosphatase
TIGR01678	4	1.098173	0.000404	TIGR01678	FAD_lactone_ox: sugar 1,4-lactone oxidases
TIGR01685	1	0.982758	0.000361	TIGR01685	MDP-1: magnesium-dependent phosphatase-1
TIGR01691	1	0.995535	0.000366	TIGR01691	enolase-ppase: 2,3-diketo-5-methylthio-1-phosphopentane phosphatase
TIGR01692	1	0.996527	0.000366	TIGR01692	HIBADH: 3-hydroxyisobutyrate dehydrogenase
TIGR01694	1	0.920833	0.000339	TIGR01694	MTAP: methylthioadenosine phosphorylase
TIGR01697	1	0.991902	0.000365	TIGR01697	PNPH-PUNA-XAPA: inosine/guanosine/xanthosine phosphorylase family
TIGR01700	1	0.991967	0.000365	TIGR01700	PNPH: purine nucleoside phosphorylase I, inosine and guanosine-specific
TIGR01703	1	0.988505	0.000363	TIGR01703	hybrid_clust: hydroxylamine reductase
TIGR01719	1	0.996515	0.000366	TIGR01719	euk_UDPppase: uridine phosphorylase
TIGR01722	1	0.997903	0.000367	TIGR01722	MMSDH: methylmalonate-semialdehyde dehydrogenase (acylating)
TIGR01733	8	3.608801	0.001328	TIGR01733	AA-adenyl-dom: amino acid adenylation domain
TIGR01734	1	0.089285	3.2e-05	TIGR01734	D-ala-DACP-lig: D-alanine--poly(phosphoribitol) ligase, subunit 1
TIGR01735	1	0.986993	0.000363	TIGR01735	FGAM_synt: phosphoribosylformylglycinamidine synthase
TIGR01738	1	0.220408	8.1e-05	TIGR01738	bioH: pimelyl-[acyl-carrier protein] methyl ester esterase
TIGR01740	2	0.791666	0.000291	TIGR01740	pyrF: orotidine 5'-phosphate decarboxylase
TIGR01746	4	1.765498	0.00065	TIGR01746	Thioester-redct: thioester reductase domain
TIGR01751	1	0.218592	8e-05	TIGR01751	crot-CoA-red: crotonyl-CoA reductase
TIGR01758	1	0.996913	0.000367	TIGR01758	MDH_euk_cyt: malate dehydrogenase, NAD-dependent
TIGR01759	1	0.993883	0.000365	TIGR01759	MalateDH-SF1: malate dehydrogenase
TIGR01762	2	0.260416	9.5e-05	TIGR01762	chlorin-enz: chlorinating enzyme
TIGR01771	2	1.862876	0.000685	TIGR01771	L-LDH-NAD: L-lactate dehydrogenase
TIGR01772	3	1.492012	0.000549	TIGR01772	MDH_euk_gproteo: malate dehydrogenase, NAD-dependent
TIGR01777	1	0.986301	0.000363	TIGR01777	yfcH: TIGR01777 family protein
TIGR01780	2	1.674107	0.000616	TIGR01780	SSADH: succinate-semialdehyde dehydrogenase
TIGR01787	3	0.516077	0.00019	TIGR01787	squalene_cyclas: squalene/oxidosqualene cyclases
TIGR01792	1	0.998239	0.000367	TIGR01792	urease_alph: urease, alpha subunit
TIGR01793	1	0.995316	0.000366	TIGR01793	cit_synth_euk: citrate (Si)-synthase, eukaryotic
TIGR01800	1	0.4375	0.000161	TIGR01800	cit_synth_II: 2-methylcitrate synthase/citrate synthase II
TIGR01803	5	0.743902	0.000273	TIGR01803	CM-like: chorismate mutase related enzymes
TIGR01804	15	7.17773	0.002642	TIGR01804	BADH: betaine-aldehyde dehydrogenase
TIGR01810	35	14.953007	0.005505	TIGR01810	betA: choline dehydrogenase
TIGR01813	2	1.081081	0.000398	TIGR01813	flavo_cyto_c: flavocytochrome c
TIGR01814	1	0.995	0.000366	TIGR01814	kynureninase: kynureninase
TIGR01816	1	1	0.000368	TIGR01816	sdhA_forward: succinate dehydrogenase, flavoprotein subunit
TIGR01819	6	1.255813	0.000462	TIGR01819	F420_cofD: 2-phospho-L-lactate transferase
TIGR01821	1	0.997512	0.000367	TIGR01821	5aminolev_synth: 5-aminolevulinic acid synthase
TIGR01822	2	0.928753	0.000341	TIGR01822	2am3keto_CoA: glycine C-acetyltransferase
TIGR01825	4	1.436363	0.000528	TIGR01825	gly_Cac_T_rel: putative pyridoxal phosphate-dependent acyltransferase
TIGR01829	2	0.553719	0.000203	TIGR01829	AcAcCoA_reduct: acetoacetyl-CoA reductase
TIGR01830	21	14.690376	0.005408	TIGR01830	3oxo_ACP_reduc: 3-oxoacyl-[acyl-carrier-protein] reductase
TIGR01831	9	1.669456	0.000614	TIGR01831	fabG_rel: putative 3-oxoacyl-(acyl-carrier-protein) reductase
TIGR01832	15	9.556451	0.003518	TIGR01832	kduD: 2-deoxy-D-gluconate 3-dehydrogenase
TIGR01833	2	0.945295	0.000348	TIGR01833	HMG-CoA-S_euk: hydroxymethylglutaryl-CoA synthase
TIGR01852	2	0.838582	0.000308	TIGR01852	lipid_A_lpxA: acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase
TIGR01853	23	4.990769	0.001837	TIGR01853	lipid_A_lpxD: UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD
TIGR01880	4	1.114713	0.00041	TIGR01880	Ac-peptdase-euk: N-acyl-L-amino-acid amidohydrolase
TIGR01885	2	1.512437	0.000556	TIGR01885	Orn_aminotrans: ornithine--oxo-acid transaminase
TIGR01891	7	5.071038	0.001867	TIGR01891	amidohydrolases: amidohydrolase
TIGR01904	25	10.428571	0.003839	TIGR01904	GSu_C4xC__C2xCH: Geobacter sulfurreducens CxxxxCH...CXXCH domain
TIGR01910	4	0.646112	0.000237	TIGR01910	DapE-ArgE: peptidase, ArgE/DapE family
TIGR01915	8	4.981818	0.001834	TIGR01915	npdG: NADPH-dependent F420 reductase
TIGR01923	15	4.486425	0.001651	TIGR01923	menE: O-succinylbenzoate-CoA ligase
TIGR01929	2	1.444015	0.000531	TIGR01929	menB: naphthoate synthase
TIGR01930	17	4.763636	0.001753	TIGR01930	AcCoA-C-Actrans: acetyl-CoA C-acyltransferase
TIGR01931	8	4.720268	0.001737	TIGR01931	cysJ: sulfite reductase [NADPH] flavoprotein, alpha-component
TIGR01932	4	1.584905	0.000583	TIGR01932	hflC: HflC protein
TIGR01933	6	3.770114	0.001388	TIGR01933	hflK: HflK protein
TIGR01934	36	12.529147	0.004612	TIGR01934	MenG_MenH_UbiE: ubiquinone/menaquinone biosynthesis methyltransferase
TIGR01941	1	0.086419	3.1e-05	TIGR01941	nqrF: NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit
TIGR01944	1	0.442105	0.000162	TIGR01944	rnfB: electron transport complex, RnfABCDGE type, B subunit
TIGR01952	1	0.588652	0.000216	TIGR01952	nusA_arch: NusA family KH domain protein, archaeal
TIGR01957	6	1.924137	0.000708	TIGR01957	nuoB_fam: NADH-quinone oxidoreductase, B subunit
TIGR01958	1	0.986486	0.000363	TIGR01958	nuoE_fam: NADH-quinone oxidoreductase, E subunit
TIGR01959	2	0.546341	0.000201	TIGR01959	nuoF_fam: NADH oxidoreductase (quinone), F subunit
TIGR01961	1	0.983606	0.000362	TIGR01961	NuoC_fam: NADH (or F420H2) dehydrogenase, subunit C
TIGR01962	2	1.702072	0.000626	TIGR01962	NuoD: NADH dehydrogenase (quinone), D subunit
TIGR01963	9	5.749019	0.002116	TIGR01963	PHB_DH: 3-hydroxybutyrate dehydrogenase
TIGR01965	7	3.151515	0.00116	TIGR01965	VCBS_repeat: VCBS repeat
TIGR01966	2	1.970338	0.000725	TIGR01966	RNasePH: ribonuclease PH
TIGR01967	51	7.000778	0.002577	TIGR01967	DEAH_box_HrpA: RNA helicase HrpA
TIGR01969	3	1.645418	0.000605	TIGR01969	minD_arch: cell division ATPase MinD
TIGR01970	6	0.30909	0.000113	TIGR01970	DEAH_box_HrpB: ATP-dependent helicase HrpB
TIGR01971	2	1.429752	0.000526	TIGR01971	NuoI: NADH-quinone oxidoreductase, chain I
TIGR01973	3	2.295379	0.000845	TIGR01973	NuoG: NADH dehydrogenase (quinone), G subunit
TIGR01974	1	0.33492	0.000123	TIGR01974	NDH_I_L: proton-translocating NADH-quinone oxidoreductase, chain L
TIGR01978	35	4.1893	0.001542	TIGR01978	sufC: FeS assembly ATPase SufC
TIGR01979	5	1.967741	0.000724	TIGR01979	sufS: cysteine desulfurase, SufS family
TIGR01982	10	2.791284	0.001027	TIGR01982	UbiB: 2-polyprenylphenol 6-hydroxylase
TIGR01983	7	3.337719	0.001228	TIGR01983	UbiG: 3-demethylubiquinone-9 3-O-methyltransferase
TIGR01985	5	1.682926	0.000619	TIGR01985	phasin_2: phasin
TIGR01986	1	0.997885	0.000367	TIGR01986	glut_syn_euk: glutathione synthetase
TIGR01988	1	0.248062	9.1e-05	TIGR01988	Ubi-OHases: ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
TIGR01991	2	0.246666	9e-05	TIGR01991	HscA: Fe-S protein assembly chaperone HscA
TIGR01993	1	0.120218	4.4e-05	TIGR01993	Pyr-5-nucltdase: pyrimidine 5'-nucleotidase
TIGR01999	10	1.951612	0.000718	TIGR01999	iscU: FeS cluster assembly scaffold IscU
TIGR02000	1	0.237931	8.7e-05	TIGR02000	NifU_proper: Fe-S cluster assembly protein NifU
TIGR02006	2	1.50995	0.000555	TIGR02006	IscS: cysteine desulfurase IscS
TIGR02007	3	1.572727	0.000579	TIGR02007	fdx_isc: ferredoxin, 2Fe-2S type, ISC system
TIGR02009	2	1.376344	0.000506	TIGR02009	PGMB-YQAB-SF: beta-phosphoglucomutase family hydrolase
TIGR02013	2	0.283521	0.000104	TIGR02013	rpoB: DNA-directed RNA polymerase, beta subunit
TIGR02021	3	0.412844	0.000151	TIGR02021	BchM-ChlM: magnesium protoporphyrin O-methyltransferase
TIGR02023	1	0.188144	6.9e-05	TIGR02023	BchP-ChlP: geranylgeranyl reductase
TIGR02024	1	0.989932	0.000364	TIGR02024	FtcD: glutamate formiminotransferase
TIGR02031	1	0.320723	0.000118	TIGR02031	BchD-ChlD: magnesium chelatase ATPase subunit D
TIGR02032	4	2.636363	0.00097	TIGR02032	GG-red-SF: geranylgeranyl reductase family
TIGR02037	14	1.898617	0.000699	TIGR02037	degP_htrA_DO: peptidase Do
TIGR02038	1	0.216524	7.9e-05	TIGR02038	protease_degS: periplasmic serine peptidase DegS
TIGR02045	3	0.901345	0.000331	TIGR02045	P_fruct_ADP: ADP-specific phosphofructokinase
TIGR02053	1	0.148387	5.4e-05	TIGR02053	MerA: mercury(II) reductase
TIGR02055	1	0.180412	6.6e-05	TIGR02055	APS_reductase: adenylylsulfate reductase, thioredoxin dependent
TIGR02057	1	0.232142	8.5e-05	TIGR02057	PAPS_reductase: phosphoadenosine phosphosulfate reductase
TIGR02063	21	6.648382	0.002447	TIGR02063	RNase_R: ribonuclease R
TIGR02065	4	2.317391	0.000853	TIGR02065	ECX1: exosome complex exonuclease 1
TIGR02067	2	1.04365	0.000384	TIGR02067	his_9_HisN: histidinol-phosphatase
TIGR02072	9	3.02459	0.001113	TIGR02072	BioC: malonyl-acyl carrier protein O-methyltransferase BioC
TIGR02079	1	0.253658	9.3e-05	TIGR02079	THD1: threonine dehydratase
TIGR02080	3	2.730366	0.001005	TIGR02080	O_succ_thio_ly: O-succinylhomoserine (thiol)-lyase
TIGR02082	4	1.566835	0.000576	TIGR02082	metH: methionine synthase
TIGR02093	1	0.915422	0.000337	TIGR02093	P_ylase: glycogen/starch/alpha-glucan phosphorylases
TIGR02097	4	2.891089	0.001064	TIGR02097	yccV: hemimethylated DNA binding domain
TIGR02098	18	7.18421	0.002645	TIGR02098	MJ0042_CXXC: MJ0042 family finger-like domain
TIGR02110	3	0.761836	0.00028	TIGR02110	PQQ_syn_pqqF: coenzyme PQQ biosynthesis protein PqqF
TIGR02119	1	0.048832	1.7e-05	TIGR02119	panF: sodium/pantothenate symporter
TIGR02121	1	0.045081	1.6e-05	TIGR02121	Na_Pro_sym: sodium/proline symporter
TIGR02141	11	1.471153	0.000541	TIGR02141	modB_ABC: molybdate ABC transporter, permease protein
TIGR02146	1	0.622093	0.000229	TIGR02146	LysS_fung_arch: homocitrate synthase
TIGR02149	1	0.202046	7.4e-05	TIGR02149	glgA_Coryne: glycogen synthase, Corynebacterium family
TIGR02150	1	0.99371	0.000365	TIGR02150	IPP_isom_1: isopentenyl-diphosphate delta-isomerase
TIGR02152	4	2.459731	0.000905	TIGR02152	D_ribokin_bact: ribokinase
TIGR02160	2	1.090909	0.000401	TIGR02160	PA_CoA_Oxy5: phenylacetate-CoA oxygenase/reductase, PaaK subunit
TIGR02168	326	70.151566	0.025828	TIGR02168	SMC_prok_B: chromosome segregation protein SMC
TIGR02169	74	13.226609	0.004869	TIGR02169	SMC_prok_A: chromosome segregation protein SMC
TIGR02174	1	0.594594	0.000218	TIGR02174	CXXU_selWTH: selT/selW/selH selenoprotein domain
TIGR02176	1	0.997429	0.000367	TIGR02176	pyruv_ox_red: pyruvate:ferredoxin (flavodoxin) oxidoreductase
TIGR02179	3	1.01282	0.000372	TIGR02179	PorD_KorD: 2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
TIGR02180	5	4.416666	0.001626	TIGR02180	GRX_euk: glutaredoxin
TIGR02181	4	2.3875	0.000879	TIGR02181	GRX_bact: glutaredoxin 3
TIGR02183	1	0.255813	9.4e-05	TIGR02183	GRXA: glutaredoxin, GrxA family
TIGR02188	6	2.923688	0.001076	TIGR02188	Ac_CoA_lig_AcsA: acetate--CoA ligase
TIGR02191	25	8.461187	0.003115	TIGR02191	RNaseIII: ribonuclease III
TIGR02192	1	0.77037	0.000283	TIGR02192	HtrL_YibB: protein YibB
TIGR02197	1	0.398734	0.000146	TIGR02197	heptose_epim: ADP-glyceromanno-heptose 6-epimerase
TIGR02199	4	3.111111	0.001145	TIGR02199	rfaE_dom_II: bifunctional protein RfaE, domain II
TIGR02202	13	3.181818	0.001171	TIGR02202	Ehrlichia_rpt: Ehrlichia chaffeensis immunodominant surface protein repeat
TIGR02203	3	2.027972	0.000746	TIGR02203	MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA
TIGR02204	4	1.25	0.00046	TIGR02204	MsbA_rel: ABC transporter, permease/ATP-binding protein
TIGR02227	2	0.691358	0.000254	TIGR02227	sigpep_I_bact: signal peptidase I
TIGR02228	1	0.905063	0.000333	TIGR02228	sigpep_I_arch: signal peptidase I
TIGR02232	5	1.947368	0.000716	TIGR02232	myxo_disulf_rpt: Myxococcus cysteine-rich repeat
TIGR02236	1	0.617363	0.000227	TIGR02236	recomb_radA: DNA repair and recombination protein RadA
TIGR02239	3	1.262658	0.000464	TIGR02239	recomb_RAD51: DNA repair protein RAD51
TIGR02244	4	2.927113	0.001077	TIGR02244	HAD-IG-Ncltidse: HAD superfamily (subfamily IG) hydrolase, 5'-nucleotidase
TIGR02245	4	1.276923	0.00047	TIGR02245	HAD_IIID1: HAD hydrolase, family IIID
TIGR02247	1	0.985781	0.000362	TIGR02247	HAD-1A3-hyp: epoxide hydrolase N-terminal domain-like phosphatase
TIGR02250	21	3.025641	0.001113	TIGR02250	FCP1_euk: FCP1-like phosphatase, phosphatase domain
TIGR02251	4	3.708333	0.001365	TIGR02251	HIF-SF_euk: dullard-like phosphatase domain
TIGR02252	2	1.965517	0.000723	TIGR02252	DREG-2: HAD hydrolase, REG-2-like, family IA
TIGR02253	1	0.049773	1.8e-05	TIGR02253	CTE7: HAD hydrolase, TIGR02253 family
TIGR02258	2	1.661111	0.000611	TIGR02258	2_5_ligase: 2'-5' RNA ligase
TIGR02262	4	0.968503	0.000356	TIGR02262	benz_CoA_lig: benzoate-CoA ligase family
TIGR02275	3	0.465779	0.000171	TIGR02275	DHB_AMP_lig: (2,3-dihydroxybenzoyl)adenylate synthase
TIGR02276	20	6.999999	0.002577	TIGR02276	beta_rpt_yvtn: 40-residue YVTN family beta-propeller repeat
TIGR02278	1	0.117469	4.3e-05	TIGR02278	PaaN-DH: phenylacetic acid degradation protein paaN
TIGR02279	4	0.96819	0.000356	TIGR02279	PaaC-3OHAcCoADH: 3-hydroxyacyl-CoA dehydrogenase PaaC
TIGR02280	18	7.195312	0.002649	TIGR02280	PaaB1: phenylacetate degradation probable enoyl-CoA hydratase PaaB
TIGR02281	4	2.570247	0.000946	TIGR02281	clan_AA_DTGA: clan AA aspartic protease, TIGR02281 family
TIGR02288	1	0.06352	2.3e-05	TIGR02288	PaaN_2: phenylacetic acid degradation protein paaN
TIGR02303	1	0.644897	0.000237	TIGR02303	HpaG-C-term: 4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase, C-terminal subunit
TIGR02311	1	0.140562	5.1e-05	TIGR02311	HpaI: 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase
TIGR02315	1	0.27572	0.000101	TIGR02315	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
TIGR02316	1	0.813694	0.000299	TIGR02316	propion_prpE: propionate--CoA ligase
TIGR02320	1	0.950704	0.00035	TIGR02320	PEP_mutase: phosphoenolpyruvate mutase
TIGR02323	3	0.426778	0.000157	TIGR02323	CP_lyasePhnK: phosphonate C-P lyase system protein PhnK
TIGR02324	1	0.080357	2.9e-05	TIGR02324	CP_lyasePhnL: phosphonate C-P lyase system protein PhnL
TIGR02326	2	0.906336	0.000333	TIGR02326	transamin_PhnW: 2-aminoethylphosphonate--pyruvate transaminase
TIGR02335	5	0.813725	0.000299	TIGR02335	hydr_PhnA: phosphonoacetate hydrolase
TIGR02337	6	2.030769	0.000747	TIGR02337	HpaR: homoprotocatechuate degradation operon regulator, HpaR
TIGR02338	4	3.727272	0.001372	TIGR02338	gimC_beta: prefoldin, beta subunit
TIGR02339	3	1.443378	0.000531	TIGR02339	thermosome_arch: thermosome, various subunits, archaeal
TIGR02340	3	1.158582	0.000426	TIGR02340	chap_CCT_alpha: T-complex protein 1, alpha subunit
TIGR02341	1	1	0.000368	TIGR02341	chap_CCT_beta: T-complex protein 1, beta subunit
TIGR02342	1	0.996131	0.000366	TIGR02342	chap_CCT_delta: T-complex protein 1, delta subunit
TIGR02343	1	0.99624	0.000366	TIGR02343	chap_CCT_epsi: T-complex protein 1, epsilon subunit
TIGR02344	1	0.998098	0.000367	TIGR02344	chap_CCT_gamma: T-complex protein 1, gamma subunit
TIGR02345	4	1.191204	0.000438	TIGR02345	chap_CCT_eta: T-complex protein 1, eta subunit
TIGR02346	2	1	0.000368	TIGR02346	chap_CCT_theta: T-complex protein 1, theta subunit
TIGR02347	2	2	0.000736	TIGR02347	chap_CCT_zeta: T-complex protein 1, zeta subunit
TIGR02348	1	1	0.000368	TIGR02348	GroEL: chaperonin GroL
TIGR02349	48	12.08757	0.00445	TIGR02349	DnaJ_bact: chaperone protein DnaJ
TIGR02350	12	7.355704	0.002708	TIGR02350	prok_dnaK: chaperone protein DnaK
TIGR02352	13	3.908831	0.001439	TIGR02352	thiamin_ThiO: glycine oxidase ThiO
TIGR02355	3	0.441666	0.000162	TIGR02355	moeB: molybdopterin synthase sulfurylase MoeB
TIGR02356	2	0.256157	9.4e-05	TIGR02356	adenyl_thiF: thiazole biosynthesis adenylyltransferase ThiF
TIGR02361	1	0.998284	0.000367	TIGR02361	dak_ATP: dihydroxyacetone kinase
TIGR02371	1	0.947692	0.000348	TIGR02371	ala_DH_arch: alanine dehydrogenase
TIGR02372	3	0.673575	0.000247	TIGR02372	4_coum_CoA_lig: 4-coumarate--CoA ligase
TIGR02374	2	0.356423	0.000131	TIGR02374	nitri_red_nirB: nitrite reductase [NAD(P)H], large subunit
TIGR02377	2	0.940594	0.000346	TIGR02377	MocE_fam_FeS: Rieske [2Fe-2S] domain protein, MocE subfamily
TIGR02378	1	0.971428	0.000357	TIGR02378	nirD_assim_sml: nitrite reductase [NAD(P)H], small subunit
TIGR02381	12	7.897058	0.002907	TIGR02381	cspD: cold shock domain protein CspD
TIGR02383	42	12.245901	0.004508	TIGR02383	Hfq: RNA chaperone Hfq
TIGR02386	6	0.319093	0.000117	TIGR02386	rpoC_TIGR: DNA-directed RNA polymerase, beta' subunit
TIGR02389	5	2.72207	0.001002	TIGR02389	RNA_pol_rpoA2: DNA-directed RNA polymerase, subunit A''
TIGR02390	5	2.979238	0.001096	TIGR02390	RNA_pol_rpoA1: DNA-directed RNA polymerase subunit A'
TIGR02396	1	0.973118	0.000358	TIGR02396	diverge_rpsU: rpsU-divergently transcribed protein
TIGR02397	15	4.236619	0.001559	TIGR02397	dnaX_nterm: DNA polymerase III, subunit gamma and tau
TIGR02400	3	0.837719	0.000308	TIGR02400	trehalose_OtsA: alpha,alpha-trehalose-phosphate synthase (UDP-forming)
TIGR02403	9	2.816176	0.001036	TIGR02403	trehalose_treC: alpha,alpha-phosphotrehalase
TIGR02410	1	0.986187	0.000363	TIGR02410	carnitine_TMLD: trimethyllysine dioxygenase
TIGR02411	1	1	0.000368	TIGR02411	leuko_A4_hydro: leukotriene A-4 hydrolase/aminopeptidase
TIGR02412	6	2.891826	0.001064	TIGR02412	pepN_strep_liv: aminopeptidase N
TIGR02414	1	0.050691	1.8e-05	TIGR02414	pepN_proteo: aminopeptidase N
TIGR02427	7	2.653386	0.000976	TIGR02427	protocat_pcaD: 3-oxoadipate enol-lactonase
TIGR02428	1	0.985507	0.000362	TIGR02428	pcaJ_scoB_fam: 3-oxoacid CoA-transferase, B subunit
TIGR02429	1	0.968468	0.000356	TIGR02429	pcaI_scoA_fam: 3-oxoacid CoA-transferase, A subunit
TIGR02437	3	0.704481	0.000259	TIGR02437	FadB: fatty oxidation complex, alpha subunit FadB
TIGR02440	1	0.170243	6.2e-05	TIGR02440	FadJ: fatty oxidation complex, alpha subunit FadJ
