#Accession	No_orfs	Coverage	Abundance	Name	Description
PF05971.12	2	1.160535	3.4e-05	Methyltransf_10	RNA methyltransferase
PF05972.11	3	2.466666	7.3e-05	APC_15aa	APC 15 residue motif
PF05974.12	6	2.647798	7.9e-05	DUF892	Domain of unknown function (DUF892)
PF05978.16	5	2	5.9e-05	UNC-93	Ion channel regulatory protein UNC-93
PF05983.11	1	0.748691	2.2e-05	Med7	MED7 protein
PF05986.14	5	4.780701	0.000143	ADAM_spacer1	ADAM-TS Spacer 1
PF05994.11	3	2.131264	6.3e-05	FragX_IP	Cytoplasmic Fragile-X interacting family
PF05995.12	1	0.940828	2.8e-05	CDO_I	Cysteine dioxygenase type I
PF05997.12	2	1.629629	4.8e-05	Nop52	Nucleolar protein,Nop52
PF06001.13	2	1.125	3.3e-05	DUF902	Domain of Unknown Function (DUF902)
PF06003.12	4	1.579545	4.7e-05	SMN	Survival motor neuron protein (SMN)
PF06004.12	12	4.693877	0.00014	DUF903	Bacterial protein of unknown function (DUF903)
PF06012.12	1	0.354748	1e-05	DUF908	Domain of Unknown Function (DUF908)
PF06017.13	6	3.481283	0.000104	Myosin_TH1	Unconventional myosin tail, actin- and lipid-binding
PF06025.12	3	1.23913	3.7e-05	DUF913	Domain of Unknown Function (DUF913)
PF06026.14	1	0.988439	2.9e-05	Rib_5-P_isom_A	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
PF06027.12	1	0.936454	2.8e-05	SLC35F	Solute carrier family 35
PF06031.13	1	0.972222	2.9e-05	SERTA	SERTA motif
PF06046.13	2	1.132404	3.3e-05	Sec6	Exocyst complex component Sec6
PF06047.11	2	0.990196	2.9e-05	Nkap_C	NF-kappa-B-activating protein C-terminal domain
PF06056.12	10	1.568965	4.7e-05	Terminase_5	Putative ATPase subunit of terminase (gpP-like)
PF06058.13	2	0.632478	1.8e-05	DCP1	Dcp1-like decapping family
PF06068.13	4	2.772079	8.3e-05	TIP49	TIP49 P-loop domain
PF06071.13	2	1.119047	3.3e-05	YchF-GTPase_C	Protein of unknown function (DUF933)
PF06079.11	1	1	2.9e-05	Apyrase	Apyrase
PF06080.12	1	0.990196	2.9e-05	DUF938	Protein of unknown function (DUF938)
PF06083.11	7	4.592592	0.000137	IL17	Interleukin-17
PF06087.12	1	0.93632	2.8e-05	Tyr-DNA_phospho	Tyrosyl-DNA phosphodiesterase
PF06090.12	1	0.79518	2.3e-05	Ins_P5_2-kin	Inositol-pentakisphosphate 2-kinase
PF06093.13	6	2.220779	6.6e-05	Spt4	Spt4/RpoE2 zinc finger
PF06094.12	1	0.983471	2.9e-05	GGACT	Gamma-glutamyl cyclotransferase, AIG2-like
PF06098.11	2	1.653846	4.9e-05	Radial_spoke_3	Radial spoke protein 3
PF06102.12	2	1.246987	3.7e-05	RRP36	rRNA biogenesis protein RRP36
PF06105.12	1	0.99567	2.9e-05	Aph-1	Aph-1 protein
PF06110.11	1	0.361344	1e-05	DUF953	Eukaryotic protein of unknown function (DUF953)
PF06113.12	1	0.9875	2.9e-05	BRE	Brain and reproductive organ-expressed protein (BRE)
PF06119.14	42	32.152941	0.000963	NIDO	Nidogen-like
PF06133.11	2	0.657142	1.9e-05	Com_YlbF	Control of competence regulator ComK, YlbF/YmcA
PF06140.13	2	1.544303	4.6e-05	Ifi-6-16	Interferon-induced 6-16 family
PF06148.11	3	1.413533	4.2e-05	COG2	COG (conserved oligomeric Golgi) complex component, COG2
PF06155.12	2	1.164705	3.4e-05	DUF971	Protein of unknown function (DUF971)
PF06159.13	3	0.869918	2.6e-05	DUF974	Protein of unknown function (DUF974)
PF06160.12	3	0.506283	1.5e-05	EzrA	Septation ring formation regulator, EzrA
PF06179.12	2	1.057142	3.1e-05	Med22	Surfeit locus protein 5 subunit 22 of Mediator complex
PF06201.13	2	1.993421	5.9e-05	PITH	PITH domain
PF06209.13	2	1.723991	5.1e-05	COBRA1	Cofactor of BRCA1 (COBRA1)
PF06211.12	1	0.803738	2.4e-05	BAMBI	BMP and activin membrane-bound inhibitor (BAMBI) N-terminal domain
PF06212.12	1	0.378787	1.1e-05	GRIM-19	GRIM-19 protein
PF06220.12	2	1.947368	5.8e-05	zf-U1	U1 zinc finger
PF06221.13	1	0.925925	2.7e-05	zf-C2HC5	Putative zinc finger motif, C2HC5-type
PF06229.12	2	1.083769	3.2e-05	FRG1	FRG1-like domain
PF06237.12	3	1.353535	4e-05	DUF1011	Protein of unknown function (DUF1011)
PF06239.11	1	0.892857	2.6e-05	ECSIT	Evolutionarily conserved signalling intermediate in Toll pathway
PF06244.12	2	1.4031	4.2e-05	Ccdc124	Coiled-coil domain-containing protein 124 /Oxs1
PF06246.12	2	1.349019	4e-05	Isy1	Isy1-like splicing family
PF06248.13	3	2.102941	6.3e-05	Zw10	Centromere/kinetochore Zw10
PF06268.13	4	3.936936	0.000117	Fascin	Fascin domain
PF06275.11	4	2.2625	6.7e-05	DUF1031	Protein of unknown function (DUF1031)
PF06278.11	2	0.839285	2.5e-05	CNDH2_N	Condensin II complex subunit CAP-H2 or CNDH2, N-terminal
PF06292.17	5	2.838095	8.5e-05	DUF1041	Domain of Unknown Function (DUF1041)
PF06293.14	1	0.690821	2e-05	Kdo	Lipopolysaccharide kinase (Kdo/WaaP) family
PF06294.11	4	3.333333	9.9e-05	CH_2	CH-like domain in sperm protein
PF06297.14	4	1.341176	4e-05	PET	PET Domain
PF06309.11	4	2.582677	7.7e-05	Torsin	Torsin
PF06311.12	2	1.086956	3.2e-05	NumbF	NUMB domain
PF06320.13	1	0.991228	2.9e-05	GCN5L1	GCN5-like protein 1 (GCN5L1)
PF06325.13	4	0.837837	2.5e-05	PrmA	Ribosomal protein L11 methyltransferase (PrmA)
PF06333.12	5	1.993939	5.9e-05	Med13_C	Mediator complex subunit 13 C-terminal domain
PF06337.12	14	11.902173	0.000356	DUSP	DUSP domain
PF06345.11	1	1	2.9e-05	Drf_DAD	DRF Autoregulatory Domain
PF06346.12	2	1.201298	3.5e-05	Drf_FH1	Formin Homology Region 1
PF06347.13	7	2.767857	8.2e-05	SH3_4	Bacterial SH3 domain
PF06350.12	1	1	2.9e-05	HSL_N	Hormone-sensitive lipase (HSL) N-terminus
PF06367.16	4	2.897435	8.6e-05	Drf_FH3	Diaphanous FH3 Domain
PF06371.13	5	2.478723	7.4e-05	Drf_GBD	Diaphanous GTPase-binding Domain
PF06372.12	1	0.945783	2.8e-05	Gemin6	Gemin6 protein
PF06374.11	1	0.844036	2.5e-05	NDUF_C2	NADH-ubiquinone oxidoreductase subunit b14.5b (NDUFC2)
PF06375.11	13	4.836477	0.000144	AP3D1	AP-3 complex subunit delta-1
PF06377.11	1	0.854166	2.5e-05	Adipokin_hormo	Adipokinetic hormone
PF06384.11	3	1.552631	4.6e-05	ICAT	Beta-catenin-interacting protein ICAT
PF06396.11	1	0.756756	2.2e-05	AGTRAP	Angiotensin II, type I receptor-associated protein (AGTRAP)
PF06401.11	1	0.731132	2.1e-05	Alpha-2-MRAP_C	Alpha-2-macroglobulin RAP, C-terminal domain
PF06413.11	3	0.933333	2.7e-05	Neugrin	Neugrin
PF06414.12	5	0.914572	2.7e-05	Zeta_toxin	Zeta toxin
PF06417.12	1	0.966101	2.8e-05	DUF1077	Protein of unknown function (DUF1077)
PF06418.14	2	1.218867	3.6e-05	CTP_synth_N	CTP synthase N-terminus
PF06419.11	1	1	2.9e-05	COG6	Conserved oligomeric complex COG6
PF06421.12	2	2	5.9e-05	LepA_C	GTP-binding protein LepA C-terminus
PF06423.12	3	1.483221	4.4e-05	GWT1	GWT1
PF06424.12	2	1.277027	3.8e-05	PRP1_N	PRP1 splicing factor, N-terminal
PF06427.11	2	0.899082	2.6e-05	UDP-g_GGTase	UDP-glucose:Glycoprotein Glucosyltransferase
PF06428.11	2	1.22826	3.6e-05	Sec2p	GDP/GTP exchange factor Sec2p
PF06432.11	2	1.796428	5.3e-05	GPI2	Phosphatidylinositol N-acetylglucosaminyltransferase
PF06440.11	7	2.471428	7.4e-05	DNA_pol3_theta	DNA polymerase III, theta subunit
PF06448.11	4	2.105263	6.3e-05	DUF1081	Domain of Unknown Function (DUF1081)
PF06456.13	3	2.650655	7.9e-05	Arfaptin	Arfaptin-like domain
PF06459.12	3	0.732142	2.1e-05	RR_TM4-6	Ryanodine Receptor TM 4-6
PF06461.11	3	2.166666	6.4e-05	DUF1086	Domain of Unknown Function (DUF1086)
PF06462.12	8	6.333333	0.000189	Hyd_WA	Propeller
PF06463.13	2	1.914062	5.7e-05	Mob_synth_C	Molybdenum Cofactor Synthesis C
PF06464.11	1	0.756756	2.2e-05	DMAP_binding	DMAP1-binding Domain
PF06465.13	2	1.225806	3.6e-05	DUF1087	Domain of Unknown Function (DUF1087)
PF06466.11	1	1	2.9e-05	PCAF_N	PCAF (P300/CBP-associated factor) N-terminal domain
PF06467.14	6	5.317073	0.000159	zf-FCS	MYM-type Zinc finger with FCS sequence motif
PF06468.13	3	2.229166	6.6e-05	Spond_N	Spondin_N
PF06469.11	1	0.815476	2.4e-05	DUF1088	Domain of Unknown Function (DUF1088)
PF06470.13	2	1.931623	5.7e-05	SMC_hinge	SMC proteins Flexible Hinge Domain
PF06472.15	2	1.776951	5.3e-05	ABC_membrane_2	ABC transporter transmembrane region 2
PF06479.12	10	8.125984	0.000243	Ribonuc_2-5A	Ribonuclease 2-5A
PF06480.15	3	2.009174	6e-05	FtsH_ext	FtsH Extracellular
PF06482.11	1	0.984126	2.9e-05	Endostatin	Collagenase NC10 and Endostatin
PF06487.12	1	1	2.9e-05	SAP18	Sin3 associated polypeptide p18 (SAP18)
PF06512.13	2	1.123152	3.3e-05	Na_trans_assoc	Sodium ion transport-associated
PF06524.12	1	0.947882	2.8e-05	NOA36	NOA36 protein
PF06528.12	7	1.864864	5.5e-05	Phage_P2_GpE	Phage P2 GpE
PF06534.13	1	0.97093	2.9e-05	RGM_C	Repulsive guidance molecule (RGM) C-terminus
PF06535.12	2	0.975757	2.9e-05	RGM_N	Repulsive guidance molecule (RGM) N-terminus
PF06536.11	4	1.803571	5.4e-05	Av_adeno_fibre	Avian adenovirus fibre, N-terminal
PF06541.11	1	0.736486	2.2e-05	ABC_trans_CmpB	Putative ABC-transporter type IV
PF06544.12	1	0.479452	1.4e-05	DUF1115	Protein of unknown function (DUF1115)
PF06546.11	1	0.616236	1.8e-05	Vert_HS_TF	Vertebrate heat shock transcription factor
PF06565.12	6	5.914285	0.000177	DUF1126	DUF1126 PH-like domain
PF06579.12	10	3.287999	9.8e-05	Ly-6_related	Caenorhabditis elegans ly-6-related protein
PF06581.12	1	0.498113	1.4e-05	p31comet	Mad1 and Cdc20-bound-Mad2 binding
PF06583.12	1	0.986301	2.9e-05	Neogenin_C	Neogenin C-terminus
PF06602.14	10	4.980113	0.000149	Myotub-related	Myotubularin-like phosphatase domain
PF06625.11	1	0.964912	2.8e-05	DUF1151	Protein of unknown function (DUF1151)
PF06631.11	5	2.622222	7.8e-05	DUF1154	Protein of unknown function (DUF1154)
PF06632.12	1	0.777448	2.3e-05	XRCC4	DNA double-strand break repair and V(D)J recombination protein XRCC4
PF06638.11	1	0.994047	2.9e-05	Strabismus	Strabismus protein
PF06644.11	1	0.900735	2.6e-05	ATP11	ATP11 protein
PF06650.12	5	1.966789	5.8e-05	SHR-BD	SHR-binding domain of vacuolar-sorting associated protein 13
PF06653.11	1	0.884146	2.6e-05	Claudin_3	Tight junction protein, Claudin-like
PF06658.12	1	0.985294	2.9e-05	DUF1168	Protein of unknown function (DUF1168)
PF06662.13	1	0.99468	2.9e-05	C5-epim_C	D-glucuronyl C5-epimerase C-terminus
PF06664.12	1	0.808219	2.4e-05	MIG-14_Wnt-bd	Wnt-binding factor required for Wnt secretion
PF06677.12	2	1.2	3.5e-05	Auto_anti-p27	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27)
PF06682.12	1	0.969788	2.9e-05	SARAF	SOCE-associated regulatory factor of calcium homoeostasis
PF06694.11	1	0.710691	2.1e-05	Plant_NMP1	Plant nuclear matrix protein 1 (NMP1)
PF06701.13	8	6.96923	0.000208	MIB_HERC2	Mib_herc2
PF06702.12	7	4.752293	0.000142	Fam20C	Golgi casein kinase, C-terminal, Fam20
PF06707.11	1	0.131067	3e-06	DUF1194	Protein of unknown function (DUF1194)
PF06728.13	1	0.730366	2.1e-05	PIG-U	GPI transamidase subunit PIG-U
PF06730.11	2	0.292792	8e-06	FAM92	FAM92 protein
PF06732.11	2	1.003663	3e-05	Pescadillo_N	Pescadillo N-terminus
PF06733.15	4	3.102272	9.2e-05	DEAD_2	DEAD_2
PF06741.13	2	1.211267	3.6e-05	LsmAD	LsmAD domain
PF06743.15	8	4.971014	0.000148	FAST_1	FAST kinase-like protein, subdomain 1
PF06747.13	2	1.885714	5.6e-05	CHCH	CHCH domain
PF06752.12	1	0.298245	8e-06	E_Pc_C	Enhancer of Polycomb C-terminus
PF06762.14	2	0.773242	2.3e-05	LMF1	Lipase maturation factor
PF06775.14	1	0.989847	2.9e-05	Seipin	Putative adipose-regulatory protein (Seipin)
PF06777.11	2	1.231578	3.6e-05	HBB	Helical and beta-bridge domain
PF06784.11	1	0.977011	2.9e-05	UPF0240	Uncharacterised protein family (UPF0240)
PF06803.12	1	0.972972	2.9e-05	DUF1232	Protein of unknown function (DUF1232)
PF06807.14	1	1	2.9e-05	Clp1	Pre-mRNA cleavage complex II protein Clp1
PF06809.11	1	0.401759	1.2e-05	NPDC1	Neural proliferation differentiation control-1 protein (NPDC1)
PF06812.12	11	2.016806	6e-05	ImpA_N	ImpA, N-terminal, type VI secretion system
PF06814.13	4	2.691525	8e-05	Lung_7-TM_R	Lung seven transmembrane receptor
PF06816.13	2	1.839285	5.5e-05	NOD	NOTCH protein
PF06821.13	1	0.888888	2.6e-05	Ser_hydrolase	Serine hydrolase
PF06825.12	1	0.549019	1.6e-05	HSBP1	Heat shock factor binding protein 1
PF06830.11	8	2.333333	6.9e-05	Root_cap	Root cap
PF06839.12	9	6.777777	0.000203	zf-GRF	GRF zinc finger
PF06842.12	2	1.371428	4.1e-05	DUF1242	Protein of unknown function (DUF1242)
PF06858.14	9	3.396551	0.000101	NOG1	Nucleolar GTP-binding protein 1 (NOG1)
PF06859.12	2	1.972222	5.9e-05	Bin3	Bicoid-interacting protein 3 (Bin3)
PF06862.12	2	0.860465	2.5e-05	UTP25	Utp25, U3 small nucleolar RNA-associated SSU processome protein 25
PF06870.12	1	0.97922	2.9e-05	RNA_pol_I_A49	A49-like RNA polymerase I associated factor
PF06883.12	1	1	2.9e-05	RNA_pol_Rpa2_4	RNA polymerase I, Rpa2 specific domain
PF06888.12	1	0.987179	2.9e-05	Put_Phosphatase	Putative Phosphatase
PF06905.13	1	0.994252	2.9e-05	FAIM1	Fas apoptotic inhibitory molecule (FAIM1)
PF06910.11	1	0.953125	2.8e-05	MEA1	Male enhanced antigen 1 (MEA1)
PF06916.13	1	0.967391	2.8e-05	DUF1279	Protein of unknown function (DUF1279)
PF06920.13	7	4.393939	0.000131	DHR-2	Dock homology region 2
PF06936.11	1	0.557291	1.6e-05	Selenoprotein_S	Selenoprotein S (SelS)
PF06941.12	1	0.877777	2.6e-05	NT5C	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)
PF06951.11	1	0.824175	2.4e-05	PLA2G12	Group XII secretory phospholipase A2 precursor (PLA2G12)
PF06963.12	8	5.535632	0.000165	FPN1	Ferroportin1 (FPN1)
PF06966.12	1	0.995744	2.9e-05	DUF1295	Protein of unknown function (DUF1295)
PF06974.13	1	0.97931	2.9e-05	DUF1298	Protein of unknown function (DUF1298)
PF06978.11	3	0.887804	2.6e-05	POP1	Ribonucleases P/MRP protein subunit POP1
PF06979.12	2	1.704545	5.1e-05	TMEM70	Assembly, mitochondrial proton-transport ATP synth complex
PF06980.11	7	0.301754	9e-06	DUF1302	Protein of unknown function (DUF1302)
PF06984.13	2	1.137931	3.4e-05	MRP-L47	Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
PF06990.11	6	4.004975	0.00012	Gal-3-0_sulfotr	Galactose-3-O-sulfotransferase
PF06991.11	2	0.986175	2.9e-05	MFAP1	Microfibril-associated/Pre-mRNA processing
PF07000.11	1	1	2.9e-05	DUF1308	Protein of unknown function (DUF1308)
PF07001.11	14	4.782383	0.000143	BAT2_N	BAT2 N-terminus
PF07002.16	9	5.467889	0.000163	Copine	Copine
PF07004.12	31	20.774193	0.000622	SHIPPO-rpt	Sperm-tail PG-rich repeat
PF07016.11	8	7.363636	0.00022	CRAM_rpt	Cysteine-rich acidic integral membrane protein precursor
PF07019.12	2	1.865853	5.5e-05	Rab5ip	Rab5-interacting protein (Rab5ip)
PF07035.12	1	0.987261	2.9e-05	Mic1	Colon cancer-associated protein Mic1-like
PF07039.11	1	0.992424	2.9e-05	DUF1325	SGF29 tudor-like domain
PF07045.11	2	1.574468	4.7e-05	DUF1330	Domain of unknown function (DUF1330)
PF07047.12	1	0.976	2.9e-05	OPA3	Optic atrophy 3 protein (OPA3)
PF07051.11	1	0.965517	2.8e-05	OCIA	Ovarian carcinoma immunoreactive antigen (OCIA)
PF07052.11	1	1	2.9e-05	Hep_59	Hepatocellular carcinoma-associated antigen 59
PF07061.11	1	0.9625	2.8e-05	Swi5	Swi5
PF07064.13	3	1.20238	3.6e-05	RIC1	RIC1
PF07065.14	4	1.578431	4.7e-05	D123	D123
PF07074.12	1	0.994117	2.9e-05	TRAP-gamma	Translocon-associated protein, gamma subunit (TRAP-gamma)
PF07086.12	1	0.994652	2.9e-05	Jagunal	Jagunal, ER re-organisation during oogenesis
PF07092.12	1	0.887931	2.6e-05	DUF1356	Protein of unknown function (DUF1356)
PF07093.11	1	0.826758	2.4e-05	SGT1	SGT1 protein
PF07096.11	1	0.826086	2.4e-05	DUF1358	Protein of unknown function (DUF1358)
PF07106.13	2	1.258064	3.7e-05	TBPIP	TBPIP/Hop2 winged helix domain
PF07111.12	1	0.823765	2.4e-05	HCR	Alpha helical coiled-coil rod protein (HCR)
PF07114.11	1	0.883333	2.6e-05	TMEM126	Transmembrane protein 126
PF07139.11	4	1.653846	4.9e-05	DUF1387	Protein of unknown function (DUF1387)
PF07145.15	2	1.888888	5.6e-05	PAM2	Ataxin-2 C-terminal region
PF07147.12	3	1.243303	3.7e-05	PDCD9	Mitochondrial 28S ribosomal protein S30 (PDCD9)
PF07156.14	1	0.997245	2.9e-05	Prenylcys_lyase	Prenylcysteine lyase
PF07159.12	2	1.316831	3.9e-05	DUF1394	Protein of unknown function (DUF1394)
PF07160.12	2	0.485355	1.4e-05	SKA1	Spindle and kinetochore-associated protein 1
PF07162.11	4	2.721893	8.1e-05	B9-C2	Ciliary basal body-associated, B9 protein
PF07163.12	1	0.850498	2.5e-05	Pex26	Pex26 protein
PF07173.12	11	7.014084	0.00021	GRDP-like	Glycine-rich domain-containing protein-like
PF07177.12	22	18.066666	0.000541	Neuralized	Neuralized
PF07189.11	1	1	2.9e-05	SF3b10	Splicing factor 3B subunit 10 (SF3b10)
PF07200.13	3	2.09589	6.2e-05	Mod_r	Modifier of rudimentary (Mod(r)) protein
PF07202.13	8	3.590909	0.000107	Tcp10_C	T-complex protein 10 C-terminus
PF07228.12	1	0.96373	2.8e-05	SpoIIE	Stage II sporulation protein E (SpoIIE)
PF07258.14	10	6.555555	0.000196	COMM_domain	COMM domain
PF07264.11	1	0.898876	2.6e-05	EI24	Etoposide-induced protein 2.4 (EI24)
PF07281.12	1	1	2.9e-05	INSIG	Insulin-induced protein (INSIG)
PF07282.11	1	0.507246	1.5e-05	OrfB_Zn_ribbon	Putative transposase DNA-binding domain
PF07288.11	18	5.161764	0.000154	DUF1447	Protein of unknown function (DUF1447)
PF07289.11	1	0.948948	2.8e-05	BBL5	Bardet-Biedl syndrome 5 protein
PF07292.13	77	38.888888	0.001165	NID	Nmi/IFP 35 domain (NID)
PF07303.13	1	1	2.9e-05	Occludin_ELL	Occludin homology domain
PF07324.11	1	0.917525	2.7e-05	DGCR6	DiGeorge syndrome critical region 6 (DGCR6) protein
PF07378.11	14	3.112	9.3e-05	FlbT	Flagellar protein FlbT
PF07382.11	16	9.613402	0.000288	HC2	Histone H1-like nucleoprotein HC2
PF07393.11	2	0.909985	2.7e-05	Sec10	Exocyst complex component Sec10
PF07406.11	1	0.983425	2.9e-05	NICE-3	NICE-3 protein
PF07439.11	1	0.464285	1.3e-05	DUF1515	Protein of unknown function (DUF1515)
PF07443.13	1	1	2.9e-05	HARP	HepA-related protein (HARP)
PF07470.13	3	0.372093	1.1e-05	Glyco_hydro_88	Glycosyl Hydrolase Family 88
PF07474.12	2	1.945652	5.8e-05	G2F	G2F domain
PF07479.14	1	0.816901	2.4e-05	NAD_Gly3P_dh_C	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF07495.13	2	0.833333	2.4e-05	Y_Y_Y	Y_Y_Y domain
PF07496.15	6	5.041666	0.000151	zf-CW	CW-type Zinc Finger
PF07502.14	1	0.77528	2.3e-05	MANEC	MANEC domain
PF07521.12	3	2.854838	8.5e-05	RMMBL	Zn-dependent metallo-hydrolase RNA specificity domain
PF07522.14	2	1.854545	5.5e-05	DRMBL	DNA repair metallo-beta-lactamase
PF07524.13	4	3.168831	9.4e-05	Bromo_TP	Bromodomain associated
PF07525.16	43	35.799999	0.001072	SOCS_box	SOCS box
PF07527.13	6	5.65	0.000169	Hairy_orange	Hairy Orange
PF07528.14	2	1.987903	5.9e-05	DZF	DZF domain
PF07529.13	2	1.154929	3.4e-05	HSA	HSA
PF07531.14	5	2.711111	8.1e-05	TAFH	NHR1 homology to TAF
PF07533.16	4	2.931818	8.7e-05	BRK	BRK domain
PF07534.16	2	1.762589	5.2e-05	TLD	TLD
PF07535.12	1	0.933333	2.7e-05	zf-DBF	DBF zinc finger
PF07539.12	4	0.507223	1.5e-05	DRIM	Down-regulated in metastasis
PF07540.11	1	0.989361	2.9e-05	NOC3p	Nucleolar complex-associated protein
PF07541.12	2	1.103448	3.3e-05	EIF_2_alpha	Eukaryotic translation initiation factor 2 alpha subunit
PF07542.11	1	0.875968	2.6e-05	ATP12	ATP12 chaperone protein
PF07555.13	1	0.893835	2.6e-05	NAGidase	beta-N-acetylglucosaminidase
PF07557.11	3	1.76	5.2e-05	Shugoshin_C	Shugoshin C terminus
PF07562.14	6	5.230769	0.000156	NCD3G	Nine Cysteines Domain of family 3 GPCR
PF07565.13	4	3.231343	9.6e-05	Band_3_cyto	Band 3 cytoplasmic domain
PF07568.12	1	0.368421	1.1e-05	HisKA_2	Histidine kinase
PF07569.11	1	1	2.9e-05	Hira	TUP1-like enhancer of split
PF07571.13	2	1.966666	5.8e-05	TAF6_C	TAF6 C-terminal HEAT repeat domain
PF07572.12	2	1.16	3.4e-05	BCNT	Bucentaur or craniofacial development
PF07574.13	1	1	2.9e-05	SMC_Nse1	Nse1 non-SMC component of SMC5-6 complex
PF07575.13	1	0.998239	2.9e-05	Nucleopor_Nup85	Nup85 Nucleoporin
PF07576.12	1	0.949494	2.8e-05	BRAP2	BRCA1-associated protein 2
PF07645.15	394	279.738095	0.008381	EGF_CA	Calcium-binding EGF domain
PF07646.15	5	2.346938	7e-05	Kelch_2	Kelch motif
PF07647.17	14	9.727272	0.000291	SAM_2	SAM domain (Sterile alpha motif)
PF07648.15	17	11.244897	0.000336	Kazal_2	Kazal-type serine protease inhibitor domain
PF07650.17	2	1.666666	4.9e-05	KH_2	KH domain
PF07651.16	8	2.790613	8.3e-05	ANTH	ANTH domain
PF07653.17	20	13.807017	0.000413	SH3_2	Variant SH3 domain
PF07657.13	5	2.813333	8.4e-05	MNNL	N terminus of Notch ligand
PF07662.13	23	10.536231	0.000315	Nucleos_tra2_C	Na+ dependent nucleoside transporter C-terminus
PF07670.14	9	5.651785	0.000169	Gate	Nucleoside recognition
PF07676.12	1	0.236842	7e-06	PD40	WD40-like Beta Propeller Repeat
PF07677.14	16	13.826086	0.000414	A2M_recep	A-macroglobulin receptor binding domain
PF07678.14	14	11.827476	0.000354	TED_complement	A-macroglobulin TED domain
PF07679.16	264	224.277777	0.00672	I-set	Immunoglobulin I-set domain
PF07683.14	1	0.978723	2.9e-05	CobW_C	Cobalamin synthesis protein cobW C-terminal domain
PF07684.12	2	1.38983	4.1e-05	NODP	NOTCH protein
PF07686.17	50	17.688073	0.000529	V-set	Immunoglobulin V-set domain
PF07687.14	4	2.366972	7e-05	M20_dimer	Peptidase dimerisation domain
PF07690.16	178	86.586402	0.002594	MFS_1	Major Facilitator Superfamily
PF07699.13	207	160.020833	0.004794	Ephrin_rec_like	Putative ephrin-receptor like
PF07700.15	3	2.292682	6.8e-05	HNOB	Haem-NO-binding
PF07701.14	5	2.552036	7.6e-05	HNOBA	Heme NO binding associated
PF07703.14	20	10.999999	0.000329	A2M_BRD	Alpha-2-macroglobulin bait region domain
PF07707.15	51	37.145631	0.001112	BACK	BTB And C-terminal Kelch
PF07710.11	2	1.333333	3.9e-05	P53_tetramer	P53 tetramerisation motif
PF07711.11	2	0.854368	2.5e-05	RabGGT_insert	Rab geranylgeranyl transferase alpha-subunit, insert domain
PF07713.13	4	1.905882	5.7e-05	DUF1604	Protein of unknown function (DUF1604)
PF07714.17	127	84.127413	0.00252	Pkinase_Tyr	Protein tyrosine kinase
PF07716.15	19	10.666666	0.000319	bZIP_2	Basic region leucine zipper
PF07717.16	18	15.06024	0.000451	OB_NTP_bind	Oligonucleotide/oligosaccharide-binding (OB)-fold
PF07718.12	1	1	2.9e-05	Coatamer_beta_C	Coatomer beta C-terminal region
PF07719.17	185	136.029411	0.004075	TPR_2	Tetratricopeptide repeat
PF07720.12	28	10.361111	0.00031	TPR_3	Tetratricopeptide repeat
PF07722.13	1	1	2.9e-05	Peptidase_C26	Peptidase C26
PF07724.14	5	2.584795	7.7e-05	AAA_2	AAA domain (Cdc48 subfamily)
PF07726.11	1	0.267175	8e-06	AAA_3	ATPase family associated with various cellular activities (AAA)
PF07728.14	19	11.695652	0.00035	AAA_5	AAA domain (dynein-related subfamily)
PF07731.14	4	3.503649	0.000104	Cu-oxidase_2	Multicopper oxidase
PF07732.15	16	9.563025	0.000286	Cu-oxidase_3	Multicopper oxidase
PF07738.13	9	3.628787	0.000108	Sad1_UNC	Sad1 / UNC-like C-terminal
PF07742.12	3	2.534482	7.5e-05	BTG	BTG family
PF07743.13	2	1.394736	4.1e-05	HSCB_C	HSCB C-terminal oligomerisation domain
PF07744.13	4	3.29139	9.8e-05	SPOC	SPOC domain
PF07748.13	5	4.028037	0.00012	Glyco_hydro_38C	Glycosyl hydrolases family 38 C-terminal domain
PF07757.13	1	0.928571	2.7e-05	AdoMet_MTase	Predicted AdoMet-dependent methyltransferase
PF07763.13	1	0.283333	8e-06	FEZ	FEZ-like protein
PF07766.13	5	2.406716	7.2e-05	LETM1	LETM1-like protein
PF07767.11	2	0.891959	2.6e-05	Nop53	Nop53 (60S ribosomal biogenesis)
PF07773.11	6	2.741324	8.2e-05	DUF1619	Protein of unknown function (DUF1619)
PF07774.13	1	1	2.9e-05	EMC1_C	ER membrane protein complex subunit 1, C-terminal
PF07778.11	2	0.96699	2.8e-05	CENP-I	Mis6
PF07779.12	2	1.915611	5.7e-05	Cas1_AcylT	10 TM Acyl Transferase domain found in Cas1p
PF07780.12	2	0.488151	1.4e-05	Spb1_C	Spb1 C-terminal domain
PF07782.13	2	1.172774	3.5e-05	DC_STAMP	DC-STAMP-like protein
PF07787.12	1	1	2.9e-05	TMEM43	Transmembrane protein 43
PF07792.12	1	0.24812	7e-06	Afi1	Docking domain of Afi1 for Arf3 in vesicle trafficking
PF07798.11	1	1	2.9e-05	DUF1640	Protein of unknown function (DUF1640)
