LTR	strand	LTR_type	insertion_time_my	CpGs_count	CpGoe	location	meth_meancallcov	meth_meanfreq	callCpGs_count	meth_cov	meth_depth	meth_binary	recent_insertion	feature_size	genome	insertion_time_qbins_my	flank4kb_meth_meanfreq	flank4kb_meth_cov	flank4kb_meth_depth	flank4kb_callCpGs_count	reps_CpG_density	reps_CpGoe
PE_Scaf4798:16869..21438	-	Gypsy	0.550776	377	1.25609	.	15.39144737	0.0113254977	304	0.125	0.09060398157894739	0	0.0	4578	P. echinospica	(0.4, 0.7]	0.029055679024	0.291934572	0.110021144	15.72	0.04642855	0.7604626666666666
PE_Scaf4802:259225..264581	-	Gypsy	0.830165	340	1.01441	.	23.42546584	0.01773633106	322	0.2080745341614907	0.08524027761194031	0	0.0	5367	P. echinospica	(0.7, 1.1]	0.0271706176801875	0.389468659375	0.077942953125	29.21875	0.053571400000000005	0.80656
PE_Scaf4802:286442..291433	-	Gypsy	0.478787	255	0.943334	.	20.25619835	0.02385383264	242	0.28512396694214875	0.08366126811594202	0	0.5	5002	P. echinospica	(0.4, 0.7]	0.2102160823621875	0.548952	0.26239881249999997	34.0625	0.0310559	0.6092563333333333
PE_Scaf4817:126830..131397	+	Gypsy	0.0	360	1.12561	.	21.95209581	0.01793838593	334	0.16167664670658682	0.11095223888888889	0	1.0	4578	P. echinospica	(0.0, 0.2]	0.0301077366596875	0.3828874375	0.07936348125	36.0625	0.0648649	0.8323733333333334
PE_Scaf4836:38742..43250	+	Gypsy	0.0	372	1.24948	.	26.16231884	0.01149967188	345	0.14492753623188406	0.07934773599999999	0	1.0	4519	P. echinospica	(0.0, 0.2]	0.0357720309734375	0.45071903125	0.0790054	31.09375	0.0429448	0.7755716666666667
PE_Scaf4836:123208..127959	+	Gypsy	0.185507	396	1.29379	.	19.1557377	0.01100115273	366	0.1366120218579235	0.080528438	0	0.5	4762	P. echinospica	(0.0, 0.2]	0.0417598411935	0.3837395	0.10080820625	42.125	0.0628019	1.03507
PE_Scaf484:6105..10651	+	Gypsy	1.485052	183	0.748816	gene	10.25	0.85227275	4	1.0	0.85227275	1	0.0	4557	P. echinospica	(1.1, 5.0]	0.5474428693789656	0.8418663448275863	0.5863824172413793	18.103448275862068	0.0464189	0.6730975
PE_Scaf4843:28371..33794	-	Gypsy	2.651621	261	1.0408	.	22.49392713	0.02651826964	247	0.30364372469635625	0.08733350133333333	0	0.0	5434	P. echinospica	(1.1, 5.0]	0.0312238844153125	0.37071996875	0.081994215625	38.0625	0.030303000000000004	0.5902751666666667
PE_Scaf4843:882021..887762	+	Gypsy	0.0	289	0.909702	.	19.67272727	0.02371743673	275	0.2509090909090909	0.09452601594202897	0	1.0	5750	P. echinospica	(0.0, 0.2]	0.399242729015375	0.67945440625	0.42558058125	31.75	0.0245614	0.44859116666666665
PE_Scaf485:97705..102422	-	Gypsy	0.351788	365	1.11269	.	21.91304348	0.01545237188	345	0.1826086956521739	0.08462013174603175	0	0.5	4728	P. echinospica	(0.2, 0.4]	0.37794449372875	0.64247059375	0.41666341875	25.0	0.03565615	0.6735978333333333
PE_Scaf485:248691..253262	-	Gypsy	0.790359	312	1.08498	.	23.19127517	0.0171480349	298	0.2181208053691275	0.0786171446153846	0	0.0	4582	P. echinospica	(0.7, 1.1]	0.134035352133125	0.4614855625	0.194922828125	30.875	0.0305203	0.6286323333333333
PE_Scaf485:611992..616578	+	Gypsy	0.0	297	1.0791	.	18.50545455	0.02004561345	275	0.20727272727272728	0.09671129298245615	0	1.0	4597	P. echinospica	(0.0, 0.2]	0.0385651136446875	0.436509625	0.085960634375	32.03125	0.046875	0.7926683333333333
PE_Scaf485:650073..654624	-	Gypsy	0.734975	222	0.923126	.	22.81516588	0.02689438957	211	0.33175355450236965	0.0810673742857143	0	0.0	4562	P. echinospica	(0.7, 1.1]	0.02690177859	0.385039625	0.072681165625	29.0625	0.0443038	1.7181754999999999
PE_Scaf4854:22880..27252	-	Gypsy	0.0	316	1.06421	.	16.35587189	0.0131421153	281	0.12099644128113879	0.10861571764705884	0	1.0	4383	P. echinospica	(0.0, 0.2]	0.02569956499359375	0.30553715625	0.086403165625	39.0	0.0299573	0.622252
PE_Scaf4854:107090..111665	-	Gypsy	0.0	375	1.23911	.	22.69714286	0.01198790571	350	0.15428571428571428	0.0776993888888889	0	1.0	4586	P. echinospica	(0.0, 0.2]	0.08609193674003125	0.40120509375	0.147531953125	39.125	0.0365854	0.7207336666666667
PE_Scaf4857:182444..187096	+	Gypsy	0.487897	230	0.938247	.	15.18536585	0.0259134722	205	0.25853658536585367	0.10023135471698114	0	0.5	4663	P. echinospica	(0.4, 0.7]	0.047598557189375	0.42138275000000003	0.1077726625	29.4375	0.0379747	0.6254945
PE_Scaf4857:283902..288518	+	Gypsy	0.0	304	1.08381	.	12.13043478	0.01140711063	207	0.1111111111111111	0.1026639956521739	0	1.0	4627	P. echinospica	(0.0, 0.2]	0.23716549198375	0.60606975	0.30412709375	18.125	0.0546875	0.8476533333333333
PE_Scaf4857:642291..646758	-	Gypsy	0.503877	225	0.977257	.	18.01376147	0.8338170734	218	1.0	0.8338170733944954	1	0.0	4478	P. echinospica	(0.4, 0.7]	0.416208781624625	0.62167971875	0.45044623125	24.03125	0.02941175	0.657895
PE_Scaf4857:771123..775181	+	Gypsy	0.0	272	1.09737	.	14.51440329	0.01722222881	243	0.16872427983539096	0.10207320975609757	0	1.0	4069	P. echinospica	(0.0, 0.2]	0.0547213753996875	0.43145340625	0.1111134	26.375	0.0465116	0.8049383333333333
PE_Scaf4874:416703..421506	+	Gypsy	0.481783	218	0.901964	.	23.1047619	0.02215173952	210	0.2571428571428571	0.08614565370370372	0	0.5	4814	P. echinospica	(0.4, 0.7]	0.033799085582	0.3853818125	0.085676628125	32.90625	0.046875	0.9176656666666667
PE_Scaf4874:805642..810161	-	Gypsy	0.0	373	1.13094	gene	17.64035088	0.8783893187	342	1.0	0.8783893187134505	1	1.0	4530	P. echinospica	(0.0, 0.2]	0.6105644563807407	0.8661576666666667	0.6500549814814816	15.074074074074074	0.0397351	2.8255483333333333
PE_Scaf4875:105823..110427	+	Gypsy	0.901518	301	1.08447	.	34.01785714	0.02365778071	280	0.325	0.07279317142857142	0	0.0	4615	P. echinospica	(0.7, 1.1]	0.0414211350403125	0.65801909375	0.06059209375	26.1875	0.0465116	0.7893716666666667
PE_Scaf4884:12800..17415	-	Gypsy	3.485684	278	1.04626	.	20.87912088	0.02478529267	273	0.2600732600732601	0.0953011957746479	0	0.0	4626	P. echinospica	(1.1, 5.0]	0.0275933235018125	0.32547425	0.08789723125	35.25	0.03043945	0.5722761666666667
PE_Scaf4891:53850..55207	?		1.634777	64	0.879414	.	21.9375	0.03190747969	64	0.28125	0.11344881666666666	0	0.0	1368	P. echinospica	(1.1, 5.0]	0.03250978871609375	0.29039640625	0.108266571875	47.46875	0.0416667	2.7004486666666665
PE_Scaf4894:29483..34250	+	Gypsy	0.725724	217	0.908433	.	20.36231884	0.03814683913	207	0.2946859903381642	0.12944910983606558	0	0.0	4778	P. echinospica	(0.7, 1.1]	0.02539856900625	0.35804759375	0.071356528125	28.53125	0.046341450000000006	0.8973878333333335
PE_Scaf4895:12020..16660	-	Gypsy	0.0	314	1.0302	.	12.12669683	0.008354087783	221	0.08597285067873303	0.09717123157894737	0	1.0	4651	P. echinospica	(0.0, 0.2]	0.03181973012742106	0.2764163105263158	0.11096144210526315	14.210526315789474	0.0719424	0.972255
PE_Scaf4905:51263..55929	-	Gypsy	0.0	268	0.997637	.	17.27822581	0.01951612863	248	0.21370967741935484	0.09132075283018869	0	1.0	4677	P. echinospica	(0.0, 0.2]	0.02270197280090625	0.238551115625	0.098237040625	50.9375	0.0287356	2.676324166666667
PE_Scaf4929:71617..77134	-	Gypsy	0.947801	244	0.910128	.	22.78111588	0.02786999142	233	0.31759656652360513	0.08775281081081081	0	0.0	5528	P. echinospica	(0.7, 1.1]	0.033129726031875	0.40242653125	0.08734710625	27.46875	0.04878045	1.1870821666666667
PE_Scaf4930:6626..11651	-	Gypsy	0.712285	171	0.636753	.	13.23966942	0.02122022397	121	0.2066115702479339	0.102705884	0	0.0	5036	P. echinospica	(0.7, 1.1]	0.022286122235125	0.23437755625	0.08978491875	60.4375	0.0398773	0.488912
PE_Scaf4930:13451..17819	-	Gypsy	0.0	320	1.19404	.	22.72131148	0.01635157967	305	0.2	0.08175789836065574	0	1.0	4379	P. echinospica	(0.0, 0.2]	0.148859899943125	0.45748965625	0.206414765625	28.9375	0.0544218	0.9053883333333334
PE_Scaf496:321844..326271	-	Gypsy	0.830165	338	1.13739	.	20.08626198	0.9564712332	313	1.0	0.956471233226837	1	0.0	4438	P. echinospica	(0.7, 1.1]	0.845480166803125	1.0	0.84548009375	22.03125	0.03571425	0.7307198333333332
PE_Scaf4970:392518..397258	+	Gypsy	0.752958	395	1.29271	.	10.27692308	0.004475524615	65	0.046153846153846156	0.0969697	0	0.0	4751	P. echinospica	(0.7, 1.1]					0.0606796	1.0331483333333333
PE_Scaf4972:8961..16960	+	Bel-Pao	0.492268	519	1.06128	.	20.01408451	0.01783445272	497	0.2152917505030181	0.08283853271028035	0	0.5	8010	P. echinospica	(0.4, 0.7]	0.02200983229909375	0.3986876875	0.063281846875	32.125	0.0530964	0.8707900000000001
PE_Scaf498:175448..180424	+	Gypsy	1.775716	245	0.883017	.	24.73553719	0.0356023	242	0.4628099173553719	0.07692639821428572	0	0.0	4987	P. echinospica	(1.1, 5.0]	0.0304563175696875	0.38298653125	0.08088533125	35.90625	0.05	0.7490603333333334
PE_Scaf498:377065..381704	-	Gypsy	0.554753	317	1.03998	.	20.18430034	0.01796122116	293	0.18771331058020477	0.09568432363636363	0	0.0	4651	P. echinospica	(0.4, 0.7]	0.042024772254375	0.531974375	0.07834878125	21.6875	0.0652174	0.908365
PE_Scaf4991:6186..10857	-	Gypsy	0.725725	208	0.891926	.	15.02678571	0.01642987321	112	0.13392857142857142	0.12267638666666665	0	0.0	4682	P. echinospica	(0.7, 1.1]	0.0240506679258125	0.3570953125	0.06571814375	21.3125	0.05	0.9774736666666666
PE_Scaf5012:302622..307612	+	Gypsy	0.170687	348	1.09045	.	27.23053892	0.01582719371	334	0.2125748502994012	0.07445468591549297	0	0.5	5001	P. echinospica	(0.0, 0.2]	0.3910872933545625	0.5654747375	0.428556521875	46.15625	0.0711111	0.930825
PE_Scaf5012:472189..476526	+	Gypsy	0.239886	347	1.14189	gene	13.45769231	0.007131129615	260	0.08461538461538462	0.08427698636363637	0	0.5	4348	P. echinospica	(0.2, 0.4]	0.022645856393473687	0.22134442105263155	0.10016967368421052	28.36842105263158	0.03125	0.6577531666666666
PE_Scaf5022:113278..118410	+	Gypsy	0.0	285	0.878224	.	25.76811594	0.02518309891	276	0.34782608695652173	0.072401409375	0	1.0	5141	P. echinospica	(0.0, 0.2]	0.0416274228028125	0.426537875	0.096312390625	26.1875	0.0328947	0.5875451666666667
PE_Scaf503:37024..41733	+	Gypsy	0.562868	393	1.27683	.	16.70434783	0.01300095739	345	0.15942028985507245	0.08155145999999999	0	0.0	4720	P. echinospica	(0.4, 0.7]	0.027164254827806454	0.2974099387096774	0.09147285806451613	29.193548387096776	0.0679612	0.9898833333333332
PE_Scaf503:73245..76147	+	Gypsy	0.234046	200	1.13714	.	21.63212435	0.01898364974	193	0.20725388601036268	0.09159611000000001	0	0.5	2913	P. echinospica	(0.2, 0.4]	0.03372477242	0.3611945625	0.092882734375	35.15625	0.066081	0.8181333333333334
PE_Scaf5039:102937..115977	-	Gypsy	0.0	714	1.03252	.	14.06972789	0.01263341888	588	0.12585034013605442	0.10038446351351352	0	1.0	13052	P. echinospica	(0.0, 0.2]	0.038451070997499996	0.43407514999999997	0.08817005	18.75	0.0652174	0.884715
PE_Scaf5046:107806..112510	+	Gypsy	0.0	266	0.989163	.	24.70238095	0.01866719127	252	0.2777777777777778	0.06720188857142857	0	1.0	4715	P. echinospica	(0.0, 0.2]	0.0462711864584375	0.537873	0.087215078125	17.96875	0.0287356	0.59206
PE_Scaf5050:467..5291	-	Gypsy	1.60936	176	0.703814	.	10.0	0.6	1	1.0	0.6	1	0.0	4835	P. echinospica	(1.1, 5.0]	0.6420314428	1.0	0.6420315624999999	8.0625	0.01149765	0.35649983333333335
PE_Scaf5052:37535..46946	+	Gypsy	1.140313	345	0.773475	.	32.31818182	0.02419159515	330	0.3939393939393939	0.06140943384615384	0	0.0	9422	P. echinospica	(1.1, 5.0]	0.1658509875078125	0.63322125	0.205036340625	30.84375	0.0175439	0.44571883333333334
PE_Scaf5055:67141..71748	+	Gypsy	0.299702	297	1.07078	.	22.85144928	0.01832338261	276	0.18478260869565216	0.09916183529411766	0	0.5	4618	P. echinospica	(0.2, 0.4]	0.0254909725403125	0.285177875	0.0942342625	38.40625	0.046875	0.7828233333333333
PE_Scaf5055:67150..71738	+	Gypsy	0.0	296	1.07409	.	22.88	0.01766274036	275	0.18181818181818182	0.09714507200000001	0	1.0	4599	P. echinospica	(0.0, 0.2]	0.0254991509846875	0.28475221875	0.09437245	38.375	0.0458716	0.7402183333333333
PE_Scaf5059:197099..201621	-	Gypsy	0.712285	306	1.05644	.	26.36363636	0.01715669266	286	0.23076923076923078	0.07434566818181819	0	0.0	4533	P. echinospica	(0.7, 1.1]	0.02900768869809375	0.311134503125	0.0864586375	43.25	0.05214725	0.7287916666666666
PE_Scaf5067:8498..13379	-	Gypsy	0.957637	318	1.08927	.	11.33838384	0.01041408182	198	0.10101010101010101	0.10309941000000003	0	0.0	4892	P. echinospica	(0.7, 1.1]	0.018846237525846153	0.17917636153846153	0.10730086923076923	39.07692307692308	0.03655605	0.6251635
PE_Scaf5067:34172..38575	-	Gypsy	0.96565	349	1.13518	.	13.91216216	0.01404002061	296	0.13175675675675674	0.1065601564102564	0	0.0	4414	P. echinospica	(0.7, 1.1]	0.0332709723433125	0.24788646875	0.12927046875	34.375	0.0310559	0.6399315
PE_Scaf5067:44227..48625	-	Gypsy	1.08253	280	0.998619	.	10.52380952	0.01613201111	63	0.14285714285714285	0.11292407777777777	0	0.0	4409	P. echinospica	(0.7, 1.1]	0.03610427171875	0.32239190624999997	0.109916328125	25.0625	0.06944444999999999	1.9383745000000001
PE_Scaf5090:16202..20710	-	Gypsy	0.535441	287	1.0716	.	19.86813187	0.02461264322	273	0.23443223443223443	0.10498830625000001	0	0.0	4519	P. echinospica	(0.4, 0.7]	0.024290834399875	0.2344004375	0.102961321875	51.6875	0.0486111	0.6837241666666666
PE_Scaf5090:21373..26400	-	Gypsy	1.261241	278	1.02246	.	17.59386973	0.03677760268	261	0.25287356321839083	0.14543870151515154	0	0.0	5038	P. echinospica	(1.1, 5.0]	0.4419193770484375	0.58760553125	0.526589421875	40.3125	0.06451615	0.8349799999999999
PE_Scaf5094:168211..173462	-	Gypsy	0.507197	285	0.862739	.	15.64634146	0.01748628862	246	0.18292682926829268	0.0955917111111111	0	0.0	5260	P. echinospica	(0.4, 0.7]	0.0856496530934375	0.349910940625	0.1890369375	28.9375	0.0328947	0.5776341666666667
PE_Scaf5101:15565..21525	-	Gypsy	0.983486	390	0.951943	.	14.16600791	0.01575349605	253	0.15810276679841898	0.0996408625	0	0.0	5969	P. echinospica	(0.7, 1.1]	0.43690835423749996	0.8744475625	0.486288875	10.9375	0.06833565	0.6942766666666667
PE_Scaf511:106357..111356	-	Gypsy	0.169186	340	1.06682	.	19.81790123	0.01989524383	324	0.22530864197530864	0.08830217808219178	0	0.5	5010	P. echinospica	(0.0, 0.2]	0.025350083510375	0.297688565625	0.084594	32.0625	0.0527475	0.7950900000000001
PE_Scaf5112:22385..25022	+	Gypsy	1.030334	239	1.38432	.	21.61333333	0.02006271067	225	0.2088888888888889	0.09604489148936171	0	0.0	2648	P. echinospica	(0.7, 1.1]	0.092211731494375	0.475225625	0.15514383125	23.09375	0.06953645	0.9888866666666667
PE_Scaf5119:238742..243290	+	Gypsy	0.207528	359	1.13685	.	21.79640719	0.01435141976	334	0.17065868263473055	0.08409428421052631	0	0.5	4559	P. echinospica	(0.0, 0.2]	0.063433115915	0.3499625625	0.1224974875	37.90625	0.0594595	0.8024933333333334
PE_Scaf5120:5124..11796	+	Gypsy	0.513979	476	1.18946	.	24.27477477	0.01406554775	444	0.17342342342342343	0.08110523636363637	0	0.0	6683	P. echinospica	(0.4, 0.7]	0.11699283538548387	0.6661108387096775	0.16941945806451614	10.516129032258064	0.0533333	0.9250716666666667
PE_Scaf5122:52791..57273	+	Gypsy	0.707915	206	0.788919	.	18.355	0.0223429985	200	0.23	0.09714347173913046	0	0.0	4493	P. echinospica	(0.4, 0.7]	0.03733942442840625	0.319153346875	0.11276862812499999	16.71875	0.0275229	0.47410483333333336
PE_Scaf5126:47838..52235	+	Gypsy	0.554753	276	1.13524	.	13.09787234	0.009059173617	235	0.08936170212765958	0.10137646666666665	0	0.0	4408	P. echinospica	(0.4, 0.7]	0.2545588450069615	0.7477983038461539	0.2829323653846154	27.153846153846153	0.0503597	0.8106116666666666
PE_Scaf5132:28483..33036	-	Gypsy	0.207528	353	1.11236	.	22.52887538	0.01604111398	329	0.1580547112462006	0.10149089423076926	0	0.5	4564	P. echinospica	(0.0, 0.2]	0.0380116660328125	0.5041220625	0.071649434375	27.4375	0.056756799999999996	0.774925
PE_Scaf5137:44716..49877	-	Gypsy	0.234047	235	0.82947	.	27.34468085	0.03162188851	235	0.3617021276595745	0.08742522117647059	0	0.5	5172	P. echinospica	(0.2, 0.4]	0.02976619212278125	0.336574875	0.089775159375	33.84375	0.0426829	0.5997910000000001
PE_Scaf5138:10507..11630	?			13	1.06611	.	39.07692308	0.1135540462	13	0.7692307692307693	0.14762026000000003	0	0.0	1134	P. echinospica		0.07341258611399999	0.7551338	0.09952194800000001	15.96	0.0	0.3548283333333333
PE_Scaf5170:45399..50205	-	Gypsy	0.588717	217	0.854711	.	22.71563981	0.0281289763	211	0.2890995260663507	0.09729859016393441	0	0.0	4817	P. echinospica	(0.4, 0.7]	0.1744618433771875	0.52786675	0.224160140625	31.53125	0.0304569	0.5164511666666667
PE_Scaf5185:90478..95037	-	Gypsy	0.784974	317	1.0976	.	28.80327869	0.01530929541	305	0.22950819672131148	0.06670478714285713	0	0.0	4570	P. echinospica	(0.7, 1.1]	0.033105135679375	0.4017104375	0.084066928125	32.9375	0.0337838	0.6689123333333332
PE_Scaf5194:40241..45733	-	Gypsy	0.0	404	1.14762	.	12.0326087	0.01407427065	276	0.10869565217391304	0.12948328999999997	0	1.0	5503	P. echinospica	(0.0, 0.2]	0.01851576208915625	0.18584598125	0.09676714375	39.5	0.0360825	0.6855370000000001
PE_Scaf5198:19261..23941	+	Gypsy	0.953678	386	1.27573	.	12.17708333	0.009348434375	288	0.10416666666666667	0.08974497000000001	0	0.0	4691	P. echinospica	(0.7, 1.1]	0.190013431256875	0.6387560625	0.255768459375	15.375	0.0637255	0.9848683333333333
PE_Scaf5200:131331..137414	-	Gypsy	0.252485	267	0.833587	gene	17.47159091	0.01630634773	176	0.1590909090909091	0.10249704285714287	0	0.5	6094	P. echinospica	(0.2, 0.4]	0.055450980366875	0.42477725	0.133305875	17.3125	0.0721319	0.7291363333333334
PE_Scaf5204:30125..35055	+	Gypsy	0.712285	165	0.62119	.	27.79141104	0.188921019	163	0.9141104294478528	0.20667198724832214	0	0.0	4941	P. echinospica	(0.7, 1.1]	0.086899975052875	0.5197838875	0.1242715125	33.28125	0.033742299999999996	0.4458
PE_Scaf5204:38208..43105	-	Gypsy	0.458793	286	0.987701	.	14.12851406	0.01140088876	249	0.10040160642570281	0.113552852	0	0.5	4908	P. echinospica	(0.4, 0.7]	0.3011141528775	0.93688871875	0.3107337	18.375	0.047619	0.6800701666666665
PE_Scaf5204:148638..152256	+	Gypsy	0.0	304	1.20496	.	16.81673307	0.008903684462	251	0.08366533864541832	0.10642022857142856	0	1.0	3629	P. echinospica	(0.0, 0.2]	0.02423683971825	0.3087462	0.07876866875	60.15625	0.0508475	0.7844033333333332
PE_Scaf5206:81881..85469	-	Gypsy	0.487897	234	0.992518	.	24.05855856	0.02019269414	222	0.25675675675675674	0.0786452298245614	0	0.5	3599	P. echinospica	(0.4, 0.7]	0.016366860545741938	0.22128725806451613	0.09298792258064516	33.806451612903224	0.0443038	0.6605405000000001
PE_Scaf5206:157674..162187	+	Gypsy	0.0	335	1.11587	.	10.52777778	0.03560605556	36	0.1111111111111111	0.32045450000000003	0	1.0	4524	P. echinospica	(0.0, 0.2]	0.8514976558531999	0.9391364400000001	0.8865649600000001	16.2	0.0451613	0.7500049999999999
PE_Scaf5206:189326..195267	+	Gypsy	1.377173	282	1.10358	.	12.27564103	0.01835250513	156	0.16666666666666666	0.11011503076923078	0	0.0	5952	P. echinospica	(1.1, 5.0]	0.02108857641058621	0.21633467586206895	0.09978680689655173	26.724137931034484	0.0492958	1.8547666666666667
PE_Scaf521:8984..13857	-	Gypsy	1.08253	305	1.08043	gene	25.12903226	0.01553303513	279	0.21505376344086022	0.07222861333333333	0	0.0	4884	P. echinospica	(0.7, 1.1]	0.43950567833125	0.6763545	0.470916421875	27.375	0.04166665	0.6936356666666667
PE_Scaf5225:130453..134568	-	Gypsy	0.801335	258	1.06814	.	24.20564516	0.01964831452	248	0.25	0.07859325806451611	0	0.0	4126	P. echinospica	(0.7, 1.1]	0.02935881234728125	0.36725003125	0.081455734375	39.375	0.0482759	0.6778485000000001
PE_Scaf5238:217227..221862	+	Gypsy	1.153998	302	1.09329	.	23.43205575	0.02347792021	287	0.24738675958188153	0.0949037056338028	0	0.0	4646	P. echinospica	(1.1, 5.0]	0.0484703039625	0.4852421875	0.09726098125	28.0625	0.0591716	0.8376083333333334
PE_Scaf5274:25384..28323	+	Gypsy	0.682778	198	1.13986	.	41.90575916	0.02099829529	191	0.2879581151832461	0.07292135272727272	0	0.0	2950	P. echinospica	(0.4, 0.7]	0.0256628524070625	0.4063230625	0.060593396875	38.28125	0.0650888	0.8700333333333333
PE_Scaf5279:23158..27525	-	Gypsy	2.164484	233	0.932375	.	20.0657277	0.0151151554	213	0.17370892018779344	0.08701427297297297	0	0.0	4378	P. echinospica	(1.1, 5.0]	0.0303129950759375	0.36234971875	0.08496854375	25.03125	0.0333333	0.5762801666666667
PE_Scaf530:17475..22701	-	Gypsy	0.507197	281	0.864764	.	16.44664032	0.02012508656	253	0.22529644268774704	0.08932713859649122	0	0.0	5235	P. echinospica	(0.4, 0.7]	0.2369163540525	0.69564181875	0.28604820937500003	29.34375	0.0328947	0.5830661666666667
PE_Scaf530:33413..38600	-	Gypsy	0.252485	277	0.85889	.	16.34567901	0.0246752144	243	0.25102880658436216	0.09829634590163933	0	0.5	5196	P. echinospica	(0.2, 0.4]	0.0910416929025	0.60475678125	0.129899421875	33.78125	0.0328947	0.5861948333333333
PE_Scaf530:61389..66504	-	Gypsy	0.0	378	1.15242	.	11.28571429	0.01396982046	259	0.13127413127413126	0.10641716176470589	0	1.0	5126	P. echinospica	(0.0, 0.2]	0.0403124691228125	0.342463125	0.120807053125	24.84375	0.0533333	0.9245333333333333
PE_Scaf530:242659..246783	+	Gypsy	0.550776	319	1.15261	gene	23.93311037	0.9432452207	299	1.0	0.943245220735786	1	0.0	4135	P. echinospica	(0.4, 0.7]	0.890034809703125	1.0	0.89003475	21.78125	0.0428571	0.78755
PE_Scaf530:305371..311779	?	LINE	3.096397	351	0.988424	.	22.67168675	0.02336164337	332	0.31626506024096385	0.07386729142857143	0	0.0	6417	P. echinospica	(1.1, 5.0]	0.024680393857625	0.26013524375	0.09465578125	47.03125	0.022567450000000003	0.6086451666666667
PE_Scaf5300:204588..209066	+	Gypsy	0.816935	176	0.804807	gene	22.78235294	0.9223492294	170	1.0	0.9223492294117648	1	0.0	4489	P. echinospica	(0.7, 1.1]	0.88606076835625	1.0	0.88606075	20.75	0.034210500000000005	0.5665033333333334
PE_Scaf5302:238373..242716	-	Gypsy	0.254153	375	1.28849	.	24.92997199	0.0156051437	357	0.16806722689075632	0.09285060500000002	0	0.5	4354	P. echinospica	(0.2, 0.4]	0.44601673514375	0.8355873125	0.480221534375	37.65625	0.0728477	1.4956583333333333
PE_Scaf5302:353601..357928	+	Gypsy	1.205684	284	1.05433	.	26.20220588	0.0195966489	272	0.25735294117647056	0.07614697857142856	0	0.0	4338	P. echinospica	(1.1, 5.0]	0.03163402218875	0.34071953125	0.090958534375	48.875	0.05506605	0.8184433333333333
PE_Scaf5317:142601..147211	+	Gypsy	0.60255	305	1.09347	.	26.75087719	0.02135811053	285	0.256140350877193	0.08338440410958906	0	0.0	4621	P. echinospica	(0.4, 0.7]	0.0256265500128125	0.3525569375	0.074511740625	30.78125	0.046875	0.78943
PE_Scaf5323:249958..254456	+	Gypsy	1.876826	328	1.11898	.	29.52076677	0.02277997668	313	0.3354632587859425	0.06790602571428572	0	0.0	4509	P. echinospica	(1.1, 5.0]	0.03368361970375	0.4798939375	0.072422896875	28.8125	0.03571425	0.6474803333333333
PE_Scaf5325:112623..117165	+	Gypsy	0.207528	346	1.11476	.	28.13622291	0.01541176068	323	0.22291021671826625	0.06913887083333334	0	0.5	4553	P. echinospica	(0.0, 0.2]	0.0337701661678125	0.457605125	0.07447825	33.21875	0.0648649	0.8332816666666667
PE_Scaf5325:158504..165234	+	Gypsy	0.0	429	1.07529	gene	28.10796915	0.02815850231	389	0.29562982005141386	0.09524919478260868	0	1.0	6741	P. echinospica	(0.0, 0.2]	0.057553791204374996	0.53645846875	0.10794874374999999	26.71875	0.0594595	0.7871316666666667
PE_Scaf5329:95292..99306	+	Gypsy	1.658964	275	1.11307	.	20.5530303	0.01211263561	264	0.14393939393939395	0.08415094210526314	0	0.0	4025	P. echinospica	(1.1, 5.0]	0.03281047582934375	0.399983578125	0.083637315625	20.25	0.0660667	1.32421
PE_Scaf5334:235920..240446	-	Gypsy	1.081017	281	1.04686	.	24.34926471	0.01687434412	272	0.21323529411764705	0.07913485517241378	0	0.0	4537	P. echinospica	(0.7, 1.1]	0.10840061955000001	0.494507146875	0.179788125	26.3125	0.0449952	0.6668213333333334
PE_Scaf5346:406808..410935	-	Gypsy	0.678763	293	1.05181	.	13.0745614	0.01277765965	228	0.14912280701754385	0.08568548235294117	0	0.0	4138	P. echinospica	(0.4, 0.7]	0.030444295509875	0.261678040625	0.115707746875	41.625	0.0292398	0.6130840000000001
PE_Scaf5363:200143..205025	-	Gypsy	1.424791	322	1.10505	.	25.18269231	0.02118163205	312	0.23397435897435898	0.09052971506849314	0	0.0	4893	P. echinospica	(1.1, 5.0]	0.0293743385075625	0.3547074375	0.080242	43.1875	0.040257799999999996	0.655716
PE_Scaf5364:73575..78191	-	Gypsy	0.562868	311	1.02449	.	14.4082397	0.01087609101	267	0.10861423220973783	0.1001350448275862	0	0.0	4627	P. echinospica	(0.4, 0.7]	0.2101395391275	0.4642390625	0.3114170125	21.125	0.0661765	0.8769166666666667
PE_Scaf5367:35125..39692	+	Gypsy	0.416557	362	1.13703	.	16.74018127	0.01266240755	331	0.1299093655589124	0.09747109069767441	0	0.5	4578	P. echinospica	(0.2, 0.4]	0.04029332491959375	0.2478863875	0.162315646875	44.5625	0.0594595	0.8135683333333333
PE_Scaf5370:127032..132796	+	Gypsy	0.299702	311	1.06481	.	18.10909091	0.03646901527	275	0.23272727272727273	0.1567028	0	0.5	5775	P. echinospica	(0.2, 0.4]	0.0346075943175	0.33929071875	0.115303915625	29.625	0.046875	0.798235
PE_Scaf5380:15041..19965	+	Gypsy	1.189697	227	0.882994	gene	26.78733032	0.02361764751	221	0.3076923076923077	0.07675735441176469	0	0.0	4935	P. echinospica	(1.1, 5.0]	0.023909417058125	0.3160739375	0.074669384375	42.53125	0.0253807	0.4901796666666667
